customer_id,first_purchase_date,last_purchase_date,recency_days,frequency_orders,monetary_value_gbp,average_order_value_gbp,units_purchased,distinct_products,is_repeat_customer,r_score,f_score,m_score,rfm_score,rfm_segment,cluster_id,cluster_label
17695,2010-01-28,2011-07-31,132,5,1746.04,349.20799999999997,1809,46,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
17696,2009-12-10,2011-11-01,39,27,7679.59,284.42925925925925,5891,191,True,4,5,5,14,Champions,1,High-Value Champions
17697,2011-04-17,2011-04-17,237,1,338.95,338.95,93,19,False,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
17698,2011-03-24,2011-03-24,261,1,154.95,154.95,93,8,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17699,2010-05-27,2010-08-20,477,2,442.0,221.0,208,17,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17700,2009-12-01,2011-11-23,17,14,6679.97,477.1407142857143,3469,259,True,5,5,5,15,Champions,1,High-Value Champions
17701,2011-04-01,2011-04-01,253,1,417.95,417.95,109,24,False,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
17702,2010-11-04,2011-11-09,31,6,3144.04,524.0066666666667,2153,120,True,4,4,5,13,Champions,1,High-Value Champions
17703,2010-10-17,2011-11-04,36,4,1094.84,273.71,897,63,True,4,4,3,11,Loyal Customers,2,Recent Growth Customers
17704,2011-04-14,2011-06-24,169,2,885.19,442.595,343,27,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
17705,2010-05-12,2011-12-06,4,11,2083.9,189.44545454545457,1301,74,True,5,5,4,14,Champions,1,High-Value Champions
17706,2010-01-19,2011-12-05,5,31,20272.15,653.9403225806452,7824,408,True,5,5,5,15,Champions,1,High-Value Champions
17707,2009-12-07,2011-06-07,186,8,609.3000000000001,76.16250000000001,546,9,True,3,5,3,11,Loyal Customers,3,Lapsed Established Customers
17708,2010-10-12,2011-06-05,188,4,884.1800000000001,221.04500000000002,387,57,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
17709,2010-04-15,2011-06-23,170,5,671.01,134.202,295,37,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
17710,2010-10-12,2010-10-12,424,1,293.5,293.5,158,20,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17711,2011-02-23,2011-11-29,11,2,385.1,192.55,246,22,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17712,2011-10-26,2011-10-26,45,1,522.91,522.91,215,29,False,4,2,2,8,New Customers,2,Recent Growth Customers
17713,2010-06-09,2010-11-22,383,4,1198.09,299.5225,989,55,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17714,2010-07-14,2011-01-23,321,5,1410.18,282.036,608,69,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
17715,2010-04-26,2011-05-23,201,2,489.59999999999997,244.79999999999998,576,1,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17716,2009-12-02,2011-11-17,23,24,15956.97,664.87375,8819,334,True,4,5,5,14,Champions,1,High-Value Champions
17717,2010-10-14,2010-10-14,422,1,376.92,376.92,344,26,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17718,2010-03-05,2011-04-21,233,2,439.18,219.59,274,22,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17719,2011-03-29,2011-11-02,38,15,5396.04,359.736,2466,111,True,4,5,5,14,Champions,1,High-Value Champions
17720,2010-05-10,2011-11-13,27,10,2666.91,266.691,1589,81,True,4,5,4,13,Champions,1,High-Value Champions
17721,2010-02-18,2010-02-18,660,1,307.21000000000004,307.21000000000004,107,11,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17722,2010-11-29,2011-09-04,97,5,3520.2200000000003,704.0440000000001,2412,163,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
17723,2010-11-29,2011-08-04,128,7,3378.4000000000005,482.6285714285715,912,6,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
17724,2011-07-24,2011-09-29,72,3,1033.0,344.3333333333333,300,38,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
17725,2011-03-17,2011-11-23,17,11,3439.08,312.64363636363635,2162,115,True,5,5,5,15,Champions,1,High-Value Champions
17726,2010-01-26,2010-11-09,396,7,1092.06,156.00857142857143,444,52,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17727,2011-11-24,2011-11-24,16,1,1060.25,1060.25,645,66,False,5,2,3,10,New Customers,2,Recent Growth Customers
17728,2010-09-12,2011-12-06,4,5,4238.76,847.7520000000001,2146,196,True,5,4,5,14,Champions,1,High-Value Champions
17729,2010-04-22,2010-04-22,597,1,438.65000000000003,438.65000000000003,247,23,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17730,2010-04-29,2011-12-06,4,20,7773.8,388.69,5300,177,True,5,5,5,15,Champions,1,High-Value Champions
17731,2010-02-09,2011-09-21,80,6,1708.99,284.83166666666665,707,82,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
17732,2010-08-09,2010-12-02,373,8,2166.42,270.8025,1058,90,True,2,5,4,11,Cannot Lose Them,3,Lapsed Established Customers
17733,2011-03-23,2011-11-01,39,2,692.19,346.095,463,33,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
17734,2010-03-07,2011-10-17,54,6,1442.32,240.38666666666666,741,76,True,4,4,4,12,Champions,3,Lapsed Established Customers
17735,2010-07-30,2011-12-07,3,26,16790.33,645.7819230769231,10683,391,True,5,5,5,15,Champions,1,High-Value Champions
17736,2011-08-18,2011-11-30,10,3,377.44,125.81333333333333,238,24,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17737,2011-10-12,2011-11-30,10,2,168.24,84.12,108,8,True,5,3,1,9,Need Attention,2,Recent Growth Customers
17738,2010-03-19,2011-11-20,20,13,4183.56,321.81230769230774,2776,173,True,5,5,5,15,Champions,1,High-Value Champions
17739,2009-12-07,2011-11-28,12,18,7730.59,429.4772222222222,2335,56,True,5,5,5,15,Champions,1,High-Value Champions
17740,2010-01-11,2010-11-15,390,6,426.9,71.14999999999999,222,5,True,2,4,2,8,At Risk,3,Lapsed Established Customers
17741,2010-05-28,2010-10-29,407,2,101.1,50.55,114,6,True,2,3,1,6,At Risk,4,Dormant Low-Value Customers
17742,2009-12-01,2011-08-18,114,11,2098.48,190.7709090909091,653,52,True,3,5,4,12,Loyal Customers,3,Lapsed Established Customers
17743,2010-09-17,2010-09-17,449,1,229.2,229.2,96,3,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17744,2010-11-24,2011-12-06,4,7,2649.14,378.4485714285714,3826,121,True,5,4,4,13,Champions,1,High-Value Champions
17745,2010-06-02,2010-08-19,478,2,600.34,300.17,164,27,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17746,2010-04-08,2011-04-13,241,4,904.1800000000001,226.04500000000002,688,32,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17747,2011-08-19,2011-08-19,113,1,71.4,71.4,12,1,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17748,2010-06-30,2010-06-30,528,1,358.15,358.15,111,17,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17749,2010-06-11,2011-06-14,179,3,1026.18,342.06,446,52,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
17750,2011-06-28,2011-12-04,6,9,1710.45,190.05,3747,101,True,5,5,4,14,Champions,1,High-Value Champions
17751,2010-10-14,2010-10-14,422,1,157.85999999999999,157.85999999999999,147,31,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17752,2010-12-15,2010-12-15,360,1,80.64,80.64,192,1,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17753,2010-01-06,2010-09-01,465,4,382.06,95.515,124,63,True,1,4,2,7,At Risk,4,Dormant Low-Value Customers
17754,2009-12-11,2011-12-09,1,13,4451.22,342.4015384615385,4366,185,True,5,5,5,15,Champions,1,High-Value Champions
17756,2010-11-10,2010-11-29,376,3,728.75,242.91666666666666,399,54,True,2,3,3,8,At Risk,3,Lapsed Established Customers
17757,2010-01-13,2011-12-08,2,56,9074.05,162.03660714285712,5011,362,True,5,5,5,15,Champions,1,High-Value Champions
17758,2010-05-20,2011-11-20,20,12,4964.03,413.6691666666666,3199,403,True,5,5,5,15,Champions,1,High-Value Champions
17759,2010-05-05,2011-11-22,18,5,1261.88,252.37600000000003,965,114,True,5,4,4,13,Champions,2,Recent Growth Customers
17760,2010-02-28,2011-11-18,22,6,746.39,124.39833333333333,531,58,True,4,4,3,11,Loyal Customers,2,Recent Growth Customers
17761,2011-11-07,2011-11-07,33,1,712.78,712.78,398,19,False,4,2,3,9,New Customers,2,Recent Growth Customers
17762,2010-09-09,2010-09-09,457,1,129.75,129.75,129,16,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17763,2010-02-18,2011-03-21,264,4,86.15,21.5375,41,11,True,2,4,1,7,At Risk,4,Dormant Low-Value Customers
17764,2009-12-03,2011-10-20,51,5,1513.57,302.714,674,126,True,4,4,4,12,Champions,3,Lapsed Established Customers
17765,2010-09-17,2011-07-04,159,4,524.0,131.0,195,71,True,3,4,2,9,Need Attention,3,Lapsed Established Customers
17766,2010-11-23,2010-11-23,382,2,299.61,149.805,155,21,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17767,2010-10-25,2011-11-24,16,2,413.05,206.525,198,35,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17768,2009-12-02,2011-12-01,9,7,3292.73,470.39,2339,134,True,5,4,5,14,Champions,1,High-Value Champions
17769,2010-01-19,2011-11-27,13,17,7053.38,414.90470588235297,3157,330,True,5,5,5,15,Champions,1,High-Value Champions
17770,2011-03-02,2011-05-25,199,5,1143.27,228.654,365,33,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17771,2010-04-29,2011-10-14,57,4,387.41,96.8525,373,63,True,4,4,2,10,Need Attention,2,Recent Growth Customers
17772,2010-11-12,2011-11-29,11,3,360.75,120.25,113,94,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17773,2010-01-18,2010-07-13,515,2,575.37,287.685,254,48,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17774,2010-02-08,2011-09-04,97,9,3273.83,363.75888888888886,1585,286,True,3,5,5,13,Loyal Customers,3,Lapsed Established Customers
17775,2011-03-30,2011-03-30,255,1,56.4,56.4,72,3,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17776,2009-12-16,2010-11-18,387,2,330.56,165.28,273,74,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17777,2011-08-31,2011-11-15,25,3,647.56,215.85333333333332,501,141,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
17778,2010-02-16,2010-02-16,662,1,197.70000000000002,197.70000000000002,214,10,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17779,2011-07-19,2011-11-18,22,3,650.32,216.77333333333334,396,73,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
17780,2010-01-24,2010-02-10,668,3,346.56,115.52,156,76,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17781,2011-03-31,2011-07-03,160,2,188.02,94.01,34,12,True,3,3,1,7,Need Attention,4,Dormant Low-Value Customers
17782,2010-11-22,2010-11-22,383,2,679.02,339.51,538,29,True,2,3,3,8,At Risk,4,Dormant Low-Value Customers
17783,2010-07-15,2011-09-28,73,3,376.96,125.65333333333332,438,91,True,3,3,2,8,Need Attention,2,Recent Growth Customers
17784,2010-06-07,2010-06-07,551,1,112.86,112.86,72,19,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17785,2010-05-23,2011-10-17,54,3,403.38,134.46,227,48,True,4,3,2,9,Potential Loyalists,2,Recent Growth Customers
17786,2011-01-26,2011-09-15,86,2,266.85,133.425,195,57,True,3,3,1,7,Need Attention,4,Dormant Low-Value Customers
17787,2010-12-03,2011-07-10,153,4,1817.54,454.385,896,94,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
17788,2011-08-02,2011-09-27,74,2,1117.9,558.95,211,3,True,3,3,3,9,Need Attention,2,Recent Growth Customers
17789,2010-02-16,2011-03-03,282,2,397.15,198.575,199,27,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17790,2010-06-13,2011-11-13,27,20,2779.41,138.9705,1387,188,True,4,5,4,13,Champions,1,High-Value Champions
17791,2011-11-10,2011-11-10,30,1,106.1,106.1,46,10,False,4,2,1,7,New Customers,2,Recent Growth Customers
17792,2010-08-18,2010-08-29,468,2,368.35,184.175,149,45,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17793,2011-11-14,2011-11-14,26,1,300.34,300.34,226,49,False,4,2,2,8,New Customers,2,Recent Growth Customers
17794,2010-01-20,2010-01-22,687,2,147.3,73.65,46,7,True,1,3,1,5,At Risk,4,Dormant Low-Value Customers
17795,2011-03-20,2011-06-13,180,2,342.83,171.415,305,43,True,3,3,2,8,Need Attention,4,Dormant Low-Value Customers
17796,2010-10-14,2011-10-30,41,7,1236.39,176.62714285714287,347,149,True,4,4,4,12,Champions,3,Lapsed Established Customers
17797,2009-12-15,2011-11-17,23,8,1971.87,246.48375,1086,222,True,4,5,4,13,Champions,1,High-Value Champions
17798,2010-05-07,2010-05-07,582,1,178.07,178.07,138,43,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17799,2009-12-13,2011-11-17,23,20,6246.93,312.3465,3674,478,True,4,5,5,14,Champions,1,High-Value Champions
17800,2011-01-09,2011-11-02,38,9,1187.21,131.91222222222223,732,51,True,4,5,3,12,Loyal Customers,3,Lapsed Established Customers
17801,2010-01-17,2010-09-14,452,3,770.03,256.6766666666667,820,66,True,1,3,3,7,At Risk,3,Lapsed Established Customers
17802,2009-12-13,2011-09-18,83,10,4946.22,494.622,2705,283,True,3,5,5,13,Loyal Customers,1,High-Value Champions
17803,2010-11-12,2010-11-12,393,1,184.66,184.66,98,27,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17804,2009-12-01,2010-11-28,377,3,383.78000000000003,127.92666666666668,194,82,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17805,2010-04-08,2011-09-27,74,2,927.03,463.515,1126,10,True,3,3,3,9,Need Attention,2,Recent Growth Customers
17806,2011-11-28,2011-11-28,12,1,546.04,546.04,727,43,False,5,2,2,9,New Customers,2,Recent Growth Customers
17807,2010-01-04,2010-11-09,396,3,437.87,145.95666666666668,262,88,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17808,2010-05-07,2010-06-09,549,4,262.64,65.66,143,29,True,1,4,1,6,At Risk,4,Dormant Low-Value Customers
17809,2009-12-02,2011-11-23,17,20,10085.89,504.29449999999997,2995,59,True,5,5,5,15,Champions,1,High-Value Champions
17810,2010-01-25,2010-02-09,669,2,373.16,186.58,118,51,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17811,2010-09-20,2011-12-05,5,47,9519.8,202.54893617021276,5278,538,True,5,5,5,15,Champions,1,High-Value Champions
17812,2010-06-27,2011-11-27,13,7,911.99,130.28428571428572,444,162,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
17813,2011-09-29,2011-11-25,15,5,1698.07,339.614,752,297,True,5,4,4,13,Champions,2,Recent Growth Customers
17814,2010-10-13,2010-11-29,376,2,1609.37,804.685,1435,112,True,2,3,4,9,At Risk,3,Lapsed Established Customers
17815,2010-11-11,2010-11-11,394,1,591.96,591.96,612,13,False,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
17816,2009-12-15,2011-11-03,37,6,96.11,16.018333333333334,80,41,True,4,4,1,9,Need Attention,2,Recent Growth Customers
17817,2010-10-13,2011-12-05,5,6,788.15,131.35833333333332,353,115,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
17818,2009-12-02,2009-12-02,738,1,124.78,124.78,86,42,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17819,2009-12-13,2011-09-29,72,12,6021.05,501.75416666666666,1610,66,True,3,5,5,13,Loyal Customers,1,High-Value Champions
17820,2010-11-30,2010-11-30,375,1,180.60999999999999,180.60999999999999,111,39,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17821,2010-10-29,2010-10-29,407,1,334.62,334.62,162,6,False,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
17822,2010-05-28,2010-10-15,421,5,2162.93,432.58599999999996,1375,152,True,1,4,4,9,Cannot Lose Them,3,Lapsed Established Customers
17823,2010-10-14,2010-10-14,422,2,449.25,224.625,252,88,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
17824,2011-10-19,2011-10-19,52,1,298.4,298.4,408,13,False,4,2,2,8,New Customers,2,Recent Growth Customers
17825,2009-12-14,2010-04-20,599,4,701.96,175.49,516,24,True,1,4,3,8,At Risk,3,Lapsed Established Customers
17826,2010-11-30,2010-11-30,375,1,133.34,133.34,84,33,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17827,2010-03-28,2011-12-04,6,6,2376.17,396.02833333333336,1582,240,True,5,4,4,13,Champions,1,High-Value Champions
17828,2011-06-08,2011-11-17,23,4,1820.09,455.0225,667,54,True,4,4,4,12,Champions,2,Recent Growth Customers
17829,2010-02-22,2011-02-14,299,5,4756.74,951.348,3009,121,True,2,4,5,11,Cannot Lose Them,3,Lapsed Established Customers
17830,2011-02-24,2011-12-08,2,3,398.7,132.9,92,18,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17831,2011-11-06,2011-11-06,34,1,35.400000000000006,35.400000000000006,12,2,False,4,2,1,7,New Customers,4,Dormant Low-Value Customers
17832,2011-10-21,2011-10-21,50,1,155.37,155.37,208,61,False,4,2,1,7,New Customers,4,Dormant Low-Value Customers
17833,2009-12-16,2009-12-16,724,1,338.46000000000004,338.46000000000004,143,28,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17834,2010-09-20,2010-10-21,415,2,689.6700000000001,344.83500000000004,639,54,True,1,3,3,7,At Risk,4,Dormant Low-Value Customers
17835,2011-11-16,2011-12-07,3,3,342.24,114.08,344,45,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
17836,2011-10-23,2011-10-23,48,1,110.21000000000001,110.21000000000001,88,23,False,4,2,1,7,New Customers,4,Dormant Low-Value Customers
17837,2011-06-29,2011-10-28,43,8,1541.23,192.65375,510,110,True,4,5,4,13,Champions,3,Lapsed Established Customers
17838,2010-03-19,2011-11-13,27,13,5604.64,431.1261538461539,3491,141,True,4,5,5,14,Champions,1,High-Value Champions
17839,2011-10-28,2011-10-28,43,1,318.15,318.15,257,50,False,4,2,2,8,New Customers,2,Recent Growth Customers
17840,2010-09-22,2010-09-22,444,1,175.9,175.9,128,44,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17841,2009-12-02,2011-12-08,2,211,68545.25,324.8590047393365,36584,2116,True,5,5,5,15,Champions,1,High-Value Champions
17842,2010-04-16,2010-04-16,603,1,430.69,430.69,89,18,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17843,2010-10-24,2011-02-09,304,2,320.4,160.2,251,58,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17844,2011-08-25,2011-08-25,107,1,51.559999999999995,51.559999999999995,52,5,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17845,2010-05-12,2010-06-02,556,4,596.09,149.0225,195,42,True,1,4,2,7,At Risk,3,Lapsed Established Customers
17846,2011-09-15,2011-09-15,86,1,2033.1,2033.1,1,1,False,3,2,4,9,Need Attention,3,Lapsed Established Customers
17847,2010-03-04,2010-07-12,516,2,129.69,64.845,29,9,True,1,3,1,5,At Risk,4,Dormant Low-Value Customers
17848,2009-12-06,2011-09-19,82,30,3559.11,118.637,1404,105,True,3,5,5,13,Loyal Customers,1,High-Value Champions
17849,2010-03-14,2011-05-05,219,8,1063.76,132.97,224,24,True,2,5,3,10,At Risk,3,Lapsed Established Customers
17850,2009-12-05,2010-12-02,373,155,51208.87,330.3798064516129,21052,100,True,2,5,5,12,Cannot Lose Them,1,High-Value Champions
17851,2009-12-03,2010-10-13,423,6,1552.35,258.72499999999997,933,185,True,1,4,4,9,Cannot Lose Them,3,Lapsed Established Customers
17852,2009-12-08,2011-11-28,12,5,657.8100000000001,131.562,372,82,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
17853,2009-12-03,2010-10-28,408,3,1596.29,532.0966666666667,625,84,True,2,3,4,9,At Risk,3,Lapsed Established Customers
17854,2009-12-08,2011-06-07,186,6,1068.5,178.08333333333334,607,113,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
17855,2010-12-02,2010-12-02,373,1,208.97,208.97,197,17,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17856,2011-03-03,2011-12-08,2,4,1418.03,354.5075,842,12,True,5,4,4,13,Champions,2,Recent Growth Customers
17857,2010-03-08,2011-12-05,5,24,27347.04,1139.46,19906,21,True,5,5,5,15,Champions,1,High-Value Champions
17858,2009-12-06,2011-12-04,6,30,12518.65,417.2883333333333,5383,173,True,5,5,5,15,Champions,1,High-Value Champions
17859,2011-02-08,2011-02-08,305,1,141.92000000000002,141.92000000000002,102,23,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17860,2009-12-11,2010-12-06,369,4,717.39,179.3475,696,127,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17861,2009-12-10,2011-12-06,4,18,5088.29,282.6827777777778,4541,329,True,5,5,5,15,Champions,1,High-Value Champions
17862,2010-05-25,2011-01-20,324,4,1254.89,313.7225,440,90,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
17863,2010-02-25,2011-10-11,60,12,5360.48,446.70666666666665,4676,154,True,3,5,5,13,Loyal Customers,1,High-Value Champions
17864,2010-10-08,2011-11-27,13,5,876.57,175.31400000000002,1015,93,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
17865,2009-12-01,2011-11-09,31,46,26312.190000000002,572.0041304347826,12950,391,True,4,5,5,14,Champions,1,High-Value Champions
17866,2009-12-14,2011-07-20,143,3,1134.95,378.31666666666666,535,20,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
17867,2009-12-02,2011-11-09,31,15,1582.0500000000002,105.47000000000001,638,119,True,4,5,4,13,Champions,1,High-Value Champions
17868,2010-11-18,2010-11-18,387,1,227.15,227.15,85,18,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17869,2010-06-10,2011-08-24,108,7,813.64,116.23428571428572,491,72,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
17870,2010-11-23,2011-12-07,3,13,2753.29,211.79153846153847,1699,215,True,5,5,4,14,Champions,1,High-Value Champions
17871,2010-01-15,2011-05-19,205,5,1068.95,213.79000000000002,665,64,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17872,2010-11-23,2010-11-23,382,1,235.87,235.87,176,15,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17873,2009-12-16,2011-09-20,81,18,6265.33,348.07388888888886,4159,65,True,3,5,5,13,Loyal Customers,1,High-Value Champions
17874,2011-03-29,2011-06-07,186,6,683.46,113.91000000000001,221,37,True,3,4,3,10,Loyal Customers,3,Lapsed Established Customers
17875,2010-01-20,2010-01-20,689,1,167.1,167.1,98,25,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17876,2010-02-02,2010-11-05,400,3,3424.02,1141.34,1958,3,True,2,3,5,10,At Risk,3,Lapsed Established Customers
17877,2011-06-22,2011-06-22,171,1,237.61,237.61,98,12,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17878,2010-11-09,2011-10-27,44,3,1378.93,459.6433333333334,1014,82,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
17879,2011-06-19,2011-06-19,174,1,178.51999999999998,178.51999999999998,45,6,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17880,2009-12-09,2010-12-10,365,3,824.9200000000001,274.97333333333336,466,43,True,2,3,3,8,At Risk,3,Lapsed Established Customers
17881,2011-02-08,2011-02-08,305,1,133.35000000000002,133.35000000000002,32,8,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17882,2010-11-25,2010-11-25,380,2,291.56,145.78,130,47,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17883,2010-02-25,2011-12-06,4,7,988.42,141.20285714285714,476,155,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
17884,2009-12-04,2011-12-06,4,20,2698.47,134.9235,2749,305,True,5,5,4,14,Champions,1,High-Value Champions
17885,2011-11-27,2011-11-27,13,1,156.34,156.34,110,50,False,5,2,1,8,New Customers,2,Recent Growth Customers
17886,2010-04-29,2011-11-08,32,6,1572.55,262.09166666666664,711,138,True,4,4,4,12,Champions,2,Recent Growth Customers
17887,2011-08-02,2011-08-02,130,1,111.35,111.35,30,10,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17888,2009-12-21,2011-11-18,22,25,1807.44,72.2976,1536,145,True,4,5,4,13,Champions,1,High-Value Champions
17889,2010-03-31,2011-05-11,213,7,746.42,106.63142857142857,403,97,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17890,2010-12-13,2011-01-21,323,2,586.89,293.445,402,88,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
17891,2011-06-30,2011-06-30,163,1,203.85999999999999,203.85999999999999,393,34,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17892,2011-07-07,2011-10-14,57,3,244.1,81.36666666666666,109,27,True,4,3,1,8,Need Attention,2,Recent Growth Customers
17893,2011-04-28,2011-04-28,226,1,107.21,107.21,149,15,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17894,2010-08-27,2011-09-29,72,18,2304.58,128.03222222222223,938,215,True,3,5,4,12,Loyal Customers,1,High-Value Champions
17895,2011-10-26,2011-10-26,45,1,95.45,95.45,127,15,False,4,2,1,7,New Customers,4,Dormant Low-Value Customers
17896,2011-11-16,2011-11-16,24,1,256.32,256.32,288,2,False,4,2,1,7,New Customers,2,Recent Growth Customers
17897,2010-05-12,2011-06-20,173,9,2099.89,233.3211111111111,864,211,True,3,5,4,12,Loyal Customers,3,Lapsed Established Customers
17898,2010-05-21,2011-09-15,86,4,299.18,74.795,251,48,True,3,4,2,9,Need Attention,2,Recent Growth Customers
17899,2011-07-03,2011-07-03,160,1,154.55,154.55,170,29,False,3,2,1,6,Need Attention,4,Dormant Low-Value Customers
17900,2011-06-02,2011-06-02,191,2,112.19999999999999,56.099999999999994,73,4,True,2,3,1,6,At Risk,4,Dormant Low-Value Customers
17901,2010-07-06,2011-11-10,30,3,260.08,86.69333333333333,38,22,True,4,3,1,8,Need Attention,2,Recent Growth Customers
17902,2010-06-11,2010-06-11,547,1,216.39999999999998,216.39999999999998,526,24,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
17903,2010-11-10,2010-11-10,395,1,381.09000000000003,381.09000000000003,142,44,False,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
17904,2011-11-18,2011-11-18,22,1,181.07,181.07,59,33,False,4,2,1,7,New Customers,2,Recent Growth Customers
17905,2010-01-28,2011-09-29,72,13,2178.87,167.6053846153846,1299,129,True,3,5,4,12,Loyal Customers,1,High-Value Champions
17906,2011-04-06,2011-04-06,248,1,72.9,72.9,26,12,False,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
17907,2010-03-09,2010-03-09,641,1,291.76,291.76,1046,13,False,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
17908,2009-12-14,2010-12-01,374,5,1142.47,228.494,670,178,True,2,4,3,9,At Risk,3,Lapsed Established Customers
17909,2009-12-02,2009-12-02,738,1,110.05,110.05,35,8,False,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
