invoice_no,invoice_date,customer_id,country,order_value_gbp,units,product_lines,distinct_products
568376,2011-09-26 17:20:00,14031,United Kingdom,1592.1200000000001,690,20,20
568378,2011-09-27 08:57:00,13035,United Kingdom,588.88,432,15,15
568379,2011-09-27 09:05:00,16626,United Kingdom,182.3,178,8,8
568380,2011-09-27 09:18:00,18008,United Kingdom,42.5,50,1,1
568381,2011-09-27 09:24:00,14321,United Kingdom,329.94,522,26,26
568382,2011-09-27 09:33:00,13499,United Kingdom,150.06,186,7,7
568383,2011-09-27 09:39:00,13514,United Kingdom,152.20000000000002,40,4,4
568387,2011-09-27 10:04:00,13704,United Kingdom,422.32,340,22,22
568389,2011-09-27 10:06:00,12971,United Kingdom,164.28,76,4,4
568390,2011-09-27 10:08:00,17811,United Kingdom,132.68,58,11,10
568391,2011-09-27 10:09:00,17788,United Kingdom,1101.2,208,2,2
568392,2011-09-27 10:08:00,14272,United Kingdom,305.87,512,25,25
568393,2011-09-27 10:12:00,15754,United Kingdom,211.62,110,13,13
568394,2011-09-27 10:20:00,13314,United Kingdom,499.62,356,40,40
568396,2011-09-27 10:24:00,16462,United Kingdom,68.0,8,1,1
568397,2011-09-27 10:24:00,15745,United Kingdom,304.90000000000003,116,18,18
568398,2011-09-27 10:26:00,14543,United Kingdom,36.650000000000006,8,3,3
568399,2011-09-27 10:26:00,16145,United Kingdom,341.62,342,21,21
568400,2011-09-27 10:27:00,13644,United Kingdom,547.52,444,34,34
568402,2011-09-27 10:34:00,16629,United Kingdom,180.95,277,14,14
568408,2011-09-27 10:40:00,,United Kingdom,2162.45,504,64,61
568409,2011-09-27 10:41:00,15701,United Kingdom,111.07,29,8,8
568411,2011-09-27 10:52:00,,United Kingdom,2886.66,426,126,126
568413,2011-09-27 11:01:00,14818,United Kingdom,248.17000000000002,122,23,23
568414,2011-09-27 11:05:00,14901,United Kingdom,142.38,56,3,3
568415,2011-09-27 11:06:00,15150,United Kingdom,29.700000000000003,6,1,1
568417,2011-09-27 11:10:00,14911,EIRE,776.3000000000001,202,17,17
568423,2011-09-27 11:24:00,17061,United Kingdom,573.4,118,20,20
568428,2011-09-27 11:27:00,14419,United Kingdom,233.65,120,42,41
568458,2011-09-27 11:34:00,13384,United Kingdom,261.55,77,11,11
568460,2011-09-27 11:35:00,13384,United Kingdom,90.0,24,3,3
568469,2011-09-27 11:38:00,14141,United Kingdom,204.15,81,7,7
568471,2011-09-27 11:49:00,17805,United Kingdom,512.31,478,10,10
568472,2011-09-27 11:50:00,12517,Germany,417.2,210,23,23
568480,2011-09-27 11:52:00,17490,United Kingdom,396.2,118,14,14
568485,2011-09-27 11:53:00,17511,United Kingdom,566.56,1264,6,6
568491,2011-09-27 11:58:00,15443,United Kingdom,369.54,194,47,47
568492,2011-09-27 11:58:00,18278,United Kingdom,173.9,66,9,9
568493,2011-09-27 12:03:00,12987,United Kingdom,254.4,111,14,14
568494,2011-09-27 12:08:00,16266,United Kingdom,100.77,45,11,10
568495,2011-09-27 12:08:00,14755,United Kingdom,304.3,128,16,16
568505,2011-09-27 12:17:00,15311,United Kingdom,626.52,380,12,12
568509,2011-09-27 12:26:00,16422,United Kingdom,504.96,480,4,4
568510,2011-09-27 12:26:00,13555,United Kingdom,1693.7,1321,58,58
568511,2011-09-27 12:26:00,16422,United Kingdom,109.2,168,1,1
568512,2011-09-27 12:28:00,14101,United Kingdom,1032.4,536,5,5
568513,2011-09-27 12:36:00,13555,United Kingdom,815.13,447,22,22
568514,2011-09-27 12:44:00,,United Kingdom,1.36,1,1,1
568515,2011-09-27 12:44:00,14466,United Kingdom,205.20000000000002,232,10,10
568517,2011-09-27 12:52:00,14456,United Kingdom,383.27,365,123,121
568518,2011-09-27 12:53:00,12680,France,189.2,65,10,10
568519,2011-09-27 12:57:00,16607,United Kingdom,314.36,266,20,20
568526,2011-09-27 13:04:00,17656,United Kingdom,614.64,908,35,35
568527,2011-09-27 13:21:00,13178,United Kingdom,765.0,539,34,34
568528,2011-09-27 13:32:00,13979,United Kingdom,869.87,639,54,54
568529,2011-09-27 13:38:00,16181,United Kingdom,305.54,152,11,11
568530,2011-09-27 13:42:00,17591,United Kingdom,362.8,124,9,9
568531,2011-09-27 13:49:00,16713,United Kingdom,617.95,662,98,98
568533,2011-09-27 13:56:00,15061,United Kingdom,1031.28,614,10,10
568535,2011-09-27 14:00:00,15241,United Kingdom,66.66,46,4,4
568536,2011-09-27 14:01:00,15061,United Kingdom,291.23999999999995,266,7,7
568537,2011-09-27 14:04:00,15061,United Kingdom,1001.4,274,6,6
568538,2011-09-27 14:07:00,15061,United Kingdom,1668.84,717,9,9
568539,2011-09-27 14:07:00,13016,United Kingdom,352.15999999999997,206,18,18
568540,2011-09-27 14:08:00,13016,United Kingdom,12.48,6,1,1
568541,2011-09-27 14:08:00,14047,United Kingdom,321.54,62,3,3
568542,2011-09-27 14:31:00,16750,United Kingdom,93.07000000000001,30,17,17
568547,2011-09-27 14:37:00,15568,United Kingdom,228.31,169,20,20
568549,2011-09-27 14:52:00,13950,United Kingdom,144.35,69,8,8
568550,2011-09-27 14:58:00,14883,United Kingdom,29.3,20,2,2
568551,2011-09-27 14:58:00,14883,United Kingdom,184.20999999999998,250,15,15
568552,2011-09-27 15:16:00,14824,United Kingdom,313.6,132,5,5
568553,2011-09-27 15:17:00,15674,United Kingdom,1066.94,649,54,54
568554,2011-09-27 15:31:00,12455,Spain,290.5,323,19,19
568555,2011-09-27 15:34:00,16122,United Kingdom,134.16000000000003,216,2,2
568556,2011-09-27 15:35:00,15827,United Kingdom,237.93,133,16,16
568558,2011-09-27 16:28:00,16354,United Kingdom,366.1,144,38,38
568564,2011-09-27 17:03:00,17576,United Kingdom,226.5,97,22,22
568565,2011-09-27 17:31:00,,United Kingdom,19.849999999999998,32,8,8
568566,2011-09-27 17:47:00,17609,United Kingdom,213.35,86,32,32
568567,2011-09-27 18:41:00,,United Kingdom,1978.27,763,273,273
568568,2011-09-28 08:48:00,14412,United Kingdom,462.45,666,28,28
568569,2011-09-28 09:02:00,17857,United Kingdom,585.0,300,2,2
568574,2011-09-28 09:15:00,13862,United Kingdom,308.4,264,21,21
568576,2011-09-28 09:40:00,17017,United Kingdom,815.04,700,18,18
568577,2011-09-28 09:41:00,15301,United Kingdom,273.1,102,15,15
568578,2011-09-28 09:43:00,15301,United Kingdom,445.69,201,20,20
568583,2011-09-28 10:09:00,15584,United Kingdom,138.03,75,19,19
568585,2011-09-28 10:14:00,17370,United Kingdom,110.12,130,8,8
568586,2011-09-28 10:15:00,16119,United Kingdom,309.48,172,11,11
568588,2011-09-28 10:18:00,14109,United Kingdom,144.2,88,9,9
568589,2011-09-28 10:27:00,17405,United Kingdom,489.70000000000005,228,27,27
568590,2011-09-28 10:29:00,13126,United Kingdom,308.56,486,25,25
568591,2011-09-28 10:39:00,17088,United Kingdom,352.62,222,22,22
568592,2011-09-28 10:42:00,17469,United Kingdom,441.8,172,18,18
568593,2011-09-28 10:54:00,13988,United Kingdom,1261.81,1076,68,68
568594,2011-09-28 10:56:00,13397,United Kingdom,315.94,72,9,9
568595,2011-09-28 11:11:00,16681,United Kingdom,20.16,48,1,1
568614,2011-09-28 11:26:00,13515,United Kingdom,367.16,208,24,24
568645,2011-09-28 11:38:00,12656,France,644.75,268,29,29
568647,2011-09-28 11:48:00,16157,United Kingdom,168.32,44,6,6
568648,2011-09-28 11:49:00,16672,United Kingdom,415.5,130,4,4
568650,2011-09-28 11:56:00,13505,Switzerland,1810.51,1225,92,92
568651,2011-09-28 12:04:00,12362,Belgium,829.99,267,40,40
568652,2011-09-28 12:15:00,15841,United Kingdom,307.32,228,8,8
568653,2011-09-28 12:16:00,13798,United Kingdom,522.48,784,4,4
568654,2011-09-28 12:20:00,14911,EIRE,1297.8500000000001,549,68,68
568655,2011-09-28 12:20:00,17611,United Kingdom,292.47,167,20,20
568656,2011-09-28 12:21:00,14911,EIRE,141.62,70,4,4
568657,2011-09-28 12:22:00,16460,United Kingdom,249.76999999999998,188,89,86
568658,2011-09-28 12:25:00,18242,United Kingdom,312.92,116,8,8
568659,2011-09-28 12:28:00,13516,United Kingdom,474.41,264,31,31
568660,2011-09-28 12:33:00,15134,United Kingdom,282.69,149,15,15
568661,2011-09-28 12:34:00,18109,United Kingdom,311.37,85,22,21
568662,2011-09-28 12:36:00,16764,United Kingdom,190.59,74,47,47
568663,2011-09-28 12:46:00,14440,United Kingdom,373.02000000000004,108,11,11
568665,2011-09-28 12:52:00,13018,United Kingdom,282.09,273,19,19
568666,2011-09-28 12:54:00,14609,United Kingdom,115.2,720,1,1
568667,2011-09-28 13:00:00,14606,United Kingdom,109.96000000000001,44,32,32
568668,2011-09-28 13:00:00,15750,United Kingdom,507.29,212,74,74
568669,2011-09-28 13:04:00,13488,United Kingdom,338.06,139,15,15
568670,2011-09-28 13:07:00,14978,United Kingdom,394.14,108,38,38
568671,2011-09-28 13:13:00,13139,United Kingdom,1873.62,1073,73,73
568672,2011-09-28 13:17:00,15348,United Kingdom,158.04,84,9,9
568673,2011-09-28 13:23:00,16182,United Kingdom,1773.65,991,11,11
568674,2011-09-28 13:30:00,12708,Germany,367.37,165,20,20
568675,2011-09-28 13:32:00,14298,United Kingdom,741.9,540,23,23
568676,2011-09-28 13:43:00,18242,United Kingdom,1225.49,493,44,44
568680,2011-09-28 14:10:00,18265,United Kingdom,312.96,87,17,17
568685,2011-09-28 14:21:00,16394,United Kingdom,308.76,612,11,11
568686,2011-09-28 14:26:00,16115,United Kingdom,361.34,214,53,53
568687,2011-09-28 14:26:00,16321,Australia,75.0,36,2,2
568688,2011-09-28 14:38:00,16458,United Kingdom,157.66,128,10,10
568690,2011-09-28 14:43:00,16332,United Kingdom,466.12,278,40,40
568691,2011-09-28 14:47:00,,United Kingdom,16.5,10,1,1
568692,2011-09-28 14:48:00,13901,United Kingdom,214.92000000000002,192,15,15
568693,2011-09-28 14:54:00,,United Kingdom,100.36999999999999,34,21,21
568695,2011-09-28 14:55:00,16321,Australia,75.0,36,2,2
568696,2011-09-28 14:56:00,13842,United Kingdom,638.66,404,41,41
568697,2011-09-28 14:57:00,16281,United Kingdom,2062.06,934,17,17
568698,2011-09-28 14:57:00,14911,EIRE,530.77,334,27,27
568699,2011-09-28 14:58:00,12352,Norway,266.25,52,14,14
568700,2011-09-28 15:02:00,16690,United Kingdom,139.07999999999998,92,7,7
568701,2011-09-28 15:07:00,13924,United Kingdom,679.03,437,39,39
568702,2011-09-28 15:18:00,17950,United Kingdom,219.03,180,32,30
568703,2011-09-28 15:21:00,12748,United Kingdom,1310.22,1814,140,140
568704,2011-09-28 15:24:00,13321,United Kingdom,308.32,232,2,2
568705,2011-09-28 15:31:00,14434,United Kingdom,310.8,92,3,3
568706,2011-09-28 15:32:00,14911,EIRE,329.75,59,17,17
568707,2011-09-28 15:33:00,14911,EIRE,50.4,16,3,3
568708,2011-09-28 15:41:00,12393,Australia,521.5,294,25,24
568709,2011-09-28 15:42:00,15036,United Kingdom,217.07,173,66,65
568710,2011-09-28 15:42:00,14649,United Kingdom,313.06,308,56,53
568711,2011-09-28 15:48:00,14947,United Kingdom,112.32,61,4,4
568712,2011-09-28 15:50:00,17841,United Kingdom,713.05,294,139,122
568713,2011-09-28 16:04:00,13061,United Kingdom,248.61,107,10,10
568715,2011-09-28 16:07:00,17783,United Kingdom,171.06,301,37,37
568716,2011-09-28 16:13:00,,United Kingdom,1086.21,303,188,188
568717,2011-09-28 16:17:00,18102,United Kingdom,2748.0,600,2,2
568718,2011-09-28 16:17:00,18102,United Kingdom,91.6,20,1,1
568719,2011-09-28 16:19:00,,United Kingdom,1803.83,670,264,264
568721,2011-09-28 16:24:00,,United Kingdom,1684.26,487,242,242
568726,2011-09-28 16:35:00,16775,United Kingdom,183.53,68,19,19
568727,2011-09-28 16:38:00,15796,United Kingdom,311.99,113,13,13
568728,2011-09-28 16:42:00,17513,United Kingdom,513.2,254,6,6
568729,2011-09-28 16:45:00,16909,United Kingdom,379.14,436,18,18
568780,2011-09-29 08:27:00,18235,United Kingdom,1046.68,872,51,51
568781,2011-09-29 08:28:00,14952,United Kingdom,2505.84,1000,16,16
568782,2011-09-29 08:53:00,13985,United Kingdom,1018.22,494,46,46
568783,2011-09-29 09:03:00,17739,United Kingdom,542.16,120,8,8
568784,2011-09-29 09:15:00,15144,United Kingdom,141.6,20,2,2
568785,2011-09-29 09:16:00,16929,United Kingdom,110.83999999999999,80,5,5
568786,2011-09-29 09:16:00,15144,United Kingdom,303.2,128,10,10
568787,2011-09-29 09:19:00,13741,United Kingdom,305.3,75,14,14
568788,2011-09-29 09:23:00,17894,United Kingdom,123.06,50,33,33
568789,2011-09-29 09:37:00,14522,United Kingdom,70.8,10,1,1
568790,2011-09-29 09:44:00,14062,United Kingdom,424.8,60,1,1
568791,2011-09-29 09:51:00,16650,United Kingdom,518.42,372,24,24
568792,2011-09-29 09:53:00,18192,United Kingdom,957.97,339,45,45
568793,2011-09-29 09:55:00,16011,United Kingdom,271.88,166,17,17
568794,2011-09-29 10:10:00,17447,United Kingdom,372.48,350,28,28
568795,2011-09-29 10:19:00,17870,United Kingdom,159.79,77,20,20
568797,2011-09-29 10:22:00,13694,United Kingdom,2377.0,1340,12,12
568798,2011-09-29 10:23:00,12615,France,576.65,338,29,29
568800,2011-09-29 10:45:00,14868,United Kingdom,337.70000000000005,182,15,15
568801,2011-09-29 10:46:00,14475,United Kingdom,303.68,204,14,14
568802,2011-09-29 10:49:00,14834,United Kingdom,421.90000000000003,196,19,19
568803,2011-09-29 10:50:00,15030,United Kingdom,365.52000000000004,216,4,4
568804,2011-09-29 10:52:00,17819,United Kingdom,236.39999999999998,40,2,2
568805,2011-09-29 10:55:00,12826,United Kingdom,234.0,133,13,13
568819,2011-09-29 11:29:00,17427,United Kingdom,100.8,34,2,2
568828,2011-09-29 11:31:00,15175,United Kingdom,224.14,454,23,23
568829,2011-09-29 11:33:00,17633,United Kingdom,355.89,223,20,20
568831,2011-09-29 11:35:00,16059,United Kingdom,403.26,211,40,39
568833,2011-09-29 11:39:00,17348,United Kingdom,500.46,704,50,50
568868,2011-09-29 12:00:00,12957,United Kingdom,872.23,441,48,48
568869,2011-09-29 12:01:00,12957,United Kingdom,53.2,24,4,4
568870,2011-09-29 12:11:00,17930,United Kingdom,296.46,285,5,5
568872,2011-09-29 12:12:00,12372,Denmark,383.12,202,13,13
568873,2011-09-29 12:15:00,14188,United Kingdom,334.5,201,12,12
568874,2011-09-29 12:16:00,14524,United Kingdom,191.11,28,13,13
568875,2011-09-29 12:23:00,14527,United Kingdom,160.7,35,18,18
568876,2011-09-29 12:24:00,13881,United Kingdom,325.5,112,10,10
568877,2011-09-29 12:31:00,14680,United Kingdom,2163.95,891,18,18
568878,2011-09-29 12:34:00,14524,United Kingdom,411.55,120,28,28
568880,2011-09-29 12:39:00,14524,United Kingdom,100.4,79,18,18
568881,2011-09-29 12:39:00,13960,United Kingdom,128.1,40,4,4
568882,2011-09-29 12:39:00,12839,United Kingdom,278.66,205,20,20
568883,2011-09-29 12:43:00,18198,United Kingdom,376.64,176,19,18
568893,2011-09-29 13:03:00,15712,United Kingdom,99.60000000000001,24,1,1
568894,2011-09-29 13:04:00,17528,United Kingdom,779.36,494,85,82
568895,2011-09-29 13:11:00,15356,United Kingdom,336.82,194,54,53
568896,2011-09-29 13:13:00,16361,United Kingdom,334.94,206,43,43
568897,2011-09-29 13:17:00,13886,United Kingdom,243.56,126,16,16
568898,2011-09-29 13:17:00,13354,United Kingdom,743.53,604,51,51
568900,2011-09-29 13:21:00,13647,United Kingdom,472.04,218,27,27
568901,2011-09-29 13:22:00,15050,United Kingdom,1248.78,893,55,49
568902,2011-09-29 13:23:00,13503,United Kingdom,216.85,248,17,17
568904,2011-09-29 13:29:00,14691,United Kingdom,423.59000000000003,133,15,15
568905,2011-09-29 13:30:00,14691,United Kingdom,70.8,10,1,1
568906,2011-09-29 13:31:00,14681,United Kingdom,60.0,16,1,1
568907,2011-09-29 13:35:00,15370,United Kingdom,525.79,187,23,23
568908,2011-09-29 13:38:00,16653,United Kingdom,1117.86,709,67,67
568909,2011-09-29 13:38:00,16818,United Kingdom,693.34,524,39,39
568910,2011-09-29 13:39:00,16574,United Kingdom,451.44,416,28,28
568912,2011-09-29 13:45:00,17528,United Kingdom,327.72,274,37,37
568913,2011-09-29 13:45:00,15050,United Kingdom,30.0,24,1,1
568914,2011-09-29 13:53:00,,United Kingdom,1.36,1,1,1
568915,2011-09-29 13:56:00,14948,United Kingdom,195.04,116,10,10
568916,2011-09-29 14:08:00,15452,United Kingdom,166.07999999999998,86,9,9
568917,2011-09-29 14:11:00,15955,United Kingdom,477.14,380,32,32
568918,2011-09-29 14:12:00,15955,United Kingdom,25.200000000000003,12,1,1
568919,2011-09-29 14:38:00,12937,United Kingdom,398.21,253,32,32
568921,2011-09-29 14:40:00,17373,United Kingdom,146.22,90,11,11
568938,2011-09-29 14:46:00,17220,United Kingdom,321.93,249,68,66
568943,2011-09-29 14:50:00,17306,United Kingdom,506.18,874,5,5
568944,2011-09-29 14:50:00,16589,United Kingdom,244.56,212,18,18
568945,2011-09-29 14:52:00,14239,United Kingdom,338.5,100,14,14
568947,2011-09-29 15:04:00,14696,United Kingdom,319.87,353,20,20
568949,2011-09-29 15:13:00,,United Kingdom,1670.72,498,220,220
568950,2011-09-29 15:25:00,12458,Switzerland,505.48,236,19,19
568951,2011-09-29 15:26:00,17724,United Kingdom,418.7,110,19,19
568952,2011-09-29 15:29:00,14305,United Kingdom,810.51,507,42,42
568953,2011-09-29 15:31:00,12728,France,219.01999999999998,163,13,13
568954,2011-09-29 15:32:00,13576,United Kingdom,502.44000000000005,176,8,8
568955,2011-09-29 15:40:00,13759,United Kingdom,560.4100000000001,267,24,24
568966,2011-09-29 15:52:00,14681,United Kingdom,45.0,12,1,1
568984,2011-09-29 15:57:00,17813,United Kingdom,306.61,67,57,57
568987,2011-09-29 15:58:00,12709,Germany,824.83,321,23,23
568988,2011-09-29 16:38:00,12718,France,238.25,203,19,19
568989,2011-09-29 16:41:00,14709,United Kingdom,311.3,160,14,14
568990,2011-09-29 16:42:00,15933,United Kingdom,316.46,271,23,23
568991,2011-09-29 16:44:00,18204,United Kingdom,616.48,283,59,57
568992,2011-09-29 16:48:00,17218,United Kingdom,278.65,195,17,16
568993,2011-09-29 16:51:00,15062,United Kingdom,173.82,222,12,12
568994,2011-09-29 16:52:00,12598,France,361.76,288,18,18
568995,2011-09-29 16:53:00,16779,United Kingdom,891.5500000000001,411,21,21
568996,2011-09-29 17:16:00,13131,United Kingdom,447.3,153,17,17
568997,2011-09-29 17:27:00,16233,United Kingdom,210.18,84,13,13
568998,2011-09-29 17:33:00,17905,United Kingdom,181.25,125,1,1
568999,2011-09-29 17:34:00,15949,United Kingdom,237.04000000000002,168,12,12
569000,2011-09-29 17:36:00,17015,United Kingdom,1045.48,1153,74,74
569001,2011-09-29 17:52:00,12703,Germany,283.55,164,21,21
569002,2011-09-29 17:53:00,17572,United Kingdom,30.75,15,2,2
569003,2011-09-29 18:13:00,13364,United Kingdom,134.95999999999998,71,10,10
569004,2011-09-29 18:18:00,14409,United Kingdom,115.72,70,8,8
569005,2011-09-29 18:30:00,16268,United Kingdom,493.76,465,36,36
569006,2011-09-29 18:30:00,16268,United Kingdom,173.89,68,9,9
569007,2011-09-29 18:51:00,17552,United Kingdom,615.39,565,35,35
569008,2011-09-29 18:53:00,15114,United Kingdom,376.02,466,27,27
569009,2011-09-29 19:30:00,15984,United Kingdom,243.2,146,3,3
569010,2011-09-30 07:36:00,14156,EIRE,5867.08,2720,27,27
569011,2011-09-30 08:14:00,14655,United Kingdom,400.61,239,13,13
569012,2011-09-30 08:18:00,15187,United Kingdom,194.18,162,12,12
569013,2011-09-30 08:19:00,15187,United Kingdom,303.0,84,3,3
569014,2011-09-30 09:05:00,18053,United Kingdom,300.02,302,20,20
569015,2011-09-30 09:20:00,13575,United Kingdom,258.46,154,16,16
569016,2011-09-30 09:20:00,14916,United Kingdom,301.21999999999997,306,19,19
569017,2011-09-30 09:22:00,13813,Germany,281.94,177,17,17
569018,2011-09-30 09:25:00,12676,Sweden,151.68,109,7,7
569019,2011-09-30 09:38:00,15602,United Kingdom,402.24,428,16,16
569020,2011-09-30 09:39:00,15321,United Kingdom,1238.54,554,48,48
569021,2011-09-30 09:40:00,15321,United Kingdom,350.3,82,9,9
569022,2011-09-30 09:45:00,17725,United Kingdom,333.96,172,16,16
569024,2011-09-30 10:04:00,12822,United Kingdom,257.98,126,9,9
569025,2011-09-30 10:08:00,18041,United Kingdom,356.75,108,23,23
569026,2011-09-30 10:18:00,16101,United Kingdom,1290.7,757,76,76
569027,2011-09-30 10:19:00,13089,United Kingdom,712.0600000000001,370,40,40
569028,2011-09-30 10:20:00,14911,EIRE,272.15999999999997,386,19,19
569029,2011-09-30 10:25:00,17450,United Kingdom,320.0,40,2,2
569030,2011-09-30 10:27:00,17450,United Kingdom,2800.0,350,9,9
569031,2011-09-30 10:37:00,,United Kingdom,41.6,20,7,7
569033,2011-09-30 10:40:00,15611,United Kingdom,6.0,1,1,1
569035,2011-09-30 10:44:00,15565,United Kingdom,88.8,28,4,4
569036,2011-09-30 10:44:00,18217,United Kingdom,317.90000000000003,268,19,19
569037,2011-09-30 10:45:00,13263,United Kingdom,499.49,565,69,68
569046,2011-09-30 10:48:00,14422,United Kingdom,1285.98,1286,61,61
569060,2011-09-30 10:52:00,13954,United Kingdom,227.41,49,13,13
569077,2011-09-30 11:18:00,13092,United Kingdom,38.08,184,4,4
569078,2011-09-30 11:41:00,14688,United Kingdom,234.73000000000002,137,8,8
569079,2011-09-30 11:45:00,14226,United Kingdom,185.77,87,12,12
569080,2011-09-30 11:46:00,15593,United Kingdom,199.8,60,5,5
569081,2011-09-30 11:54:00,13972,United Kingdom,44.349999999999994,145,6,6
569082,2011-09-30 11:55:00,18229,United Kingdom,313.8,130,12,12
569084,2011-09-30 11:56:00,17949,United Kingdom,2496.0,384,1,1
569085,2011-09-30 11:57:00,17949,United Kingdom,1272.0,1200,1,1
569086,2011-09-30 11:58:00,17949,United Kingdom,720.0,1000,1,1
569087,2011-09-30 12:03:00,13095,United Kingdom,74.39999999999999,144,6,6
569089,2011-09-30 12:03:00,13764,United Kingdom,576.13,342,70,70
569097,2011-09-30 12:06:00,12731,France,1192.5,710,26,26
569099,2011-09-30 12:12:00,17961,United Kingdom,3.25,1,1,1
569100,2011-09-30 12:19:00,12748,United Kingdom,381.87,192,21,21
569101,2011-09-30 12:24:00,14164,United Kingdom,358.0,200,1,1
569103,2011-09-30 12:30:00,16133,United Kingdom,312.2,165,13,13
569104,2011-09-30 12:30:00,15287,United Kingdom,340.98,176,15,15
569105,2011-09-30 12:35:00,16729,United Kingdom,454.33,364,49,49
569106,2011-09-30 12:36:00,17376,United Kingdom,97.35,51,11,11
569108,2011-09-30 12:40:00,16013,United Kingdom,669.6,288,2,2
569110,2011-09-30 12:44:00,17675,United Kingdom,1025.78,396,46,46
569111,2011-09-30 12:45:00,17675,United Kingdom,25.200000000000003,12,1,1
569120,2011-09-30 12:58:00,12583,France,327.23,175,14,14
569122,2011-09-30 13:06:00,12694,France,430.17,186,17,17
569123,2011-09-30 13:09:00,12748,United Kingdom,1132.55,327,33,33
569124,2011-09-30 13:15:00,15172,United Kingdom,361.21,387,23,23
569125,2011-09-30 13:21:00,15611,United Kingdom,142.7,26,5,5
569126,2011-09-30 13:28:00,13347,United Kingdom,341.36,205,8,8
569127,2011-09-30 13:31:00,15903,United Kingdom,1568.4,600,12,12
569129,2011-09-30 13:40:00,15034,United Kingdom,624.03,336,99,98
569130,2011-09-30 13:46:00,14911,EIRE,116.3,19,4,4
569132,2011-09-30 13:54:00,17757,United Kingdom,253.78,181,52,51
569133,2011-09-30 14:06:00,15185,United Kingdom,310.62,666,21,21
569134,2011-09-30 14:07:00,15411,United Kingdom,609.05,251,33,33
569136,2011-09-30 14:41:00,15834,United Kingdom,441.93,284,77,77
569137,2011-09-30 14:45:00,,United Kingdom,2455.63,362,130,130
569139,2011-09-30 14:55:00,16404,United Kingdom,443.05,157,23,23
569140,2011-09-30 14:59:00,14503,United Kingdom,687.38,560,45,45
569141,2011-09-30 15:02:00,13021,United Kingdom,441.61,157,16,16
569142,2011-09-30 15:03:00,13021,United Kingdom,25.200000000000003,12,1,1
569143,2011-09-30 15:04:00,15867,United Kingdom,357.71,118,26,26
569144,2011-09-30 15:14:00,17227,United Kingdom,139.45,111,10,9
569145,2011-09-30 15:17:00,18008,United Kingdom,8.28,14,2,2
569147,2011-09-30 15:33:00,12842,United Kingdom,808.26,390,20,20
569148,2011-09-30 15:52:00,16613,United Kingdom,618.59,293,30,30
569149,2011-09-30 16:42:00,,United Kingdom,8.3,2,2,2
569202,2011-09-30 17:22:00,,United Kingdom,1818.09,523,249,249
569203,2011-10-02 10:32:00,16353,United Kingdom,262.6,68,2,2
569204,2011-10-02 10:43:00,16591,United Kingdom,213.5,41,10,10
569205,2011-10-02 10:55:00,16923,United Kingdom,649.61,400,39,39
569206,2011-10-02 10:58:00,15038,United Kingdom,173.04,77,19,19
569207,2011-10-02 11:04:00,17811,United Kingdom,159.97,86,17,16
569208,2011-10-02 11:10:00,16693,United Kingdom,324.45,153,38,38
569209,2011-10-02 11:30:00,16626,United Kingdom,189.9,302,3,3
569210,2011-10-02 11:41:00,13681,United Kingdom,327.62,152,20,20
569211,2011-10-02 12:04:00,15774,United Kingdom,270.8,87,25,25
569212,2011-10-02 12:05:00,15164,United Kingdom,461.35,209,46,46
569213,2011-10-02 12:11:00,13782,United Kingdom,142.51,31,17,17
569214,2011-10-02 12:22:00,14533,United Kingdom,326.8,1976,9,9
569215,2011-10-02 12:30:00,13571,United Kingdom,205.28,200,35,35
569216,2011-10-02 12:41:00,15555,United Kingdom,261.12,287,63,63
569217,2011-10-02 12:45:00,15579,United Kingdom,132.25,62,23,21
569218,2011-10-02 12:47:00,15952,United Kingdom,249.44,110,31,31
569219,2011-10-02 13:01:00,13558,United Kingdom,192.7,121,54,53
569220,2011-10-02 13:26:00,16007,United Kingdom,750.04,596,161,157
569221,2011-10-02 13:44:00,14970,United Kingdom,472.31,85,17,17
569222,2011-10-02 13:46:00,15906,United Kingdom,590.49,217,54,54
569223,2011-10-02 13:49:00,16283,United Kingdom,743.79,646,75,74
569224,2011-10-02 14:00:00,15701,United Kingdom,245.09,147,69,67
569225,2011-10-02 14:25:00,16930,United Kingdom,193.65,183,28,28
569226,2011-10-02 14:31:00,16930,United Kingdom,11.8,4,2,2
569227,2011-10-02 14:37:00,14051,United Kingdom,973.95,181,14,14
569228,2011-10-02 14:47:00,15547,United Kingdom,462.09,280,66,65
569229,2011-10-02 14:56:00,14502,United Kingdom,464.64,302,131,123
569230,2011-10-02 15:07:00,16533,United Kingdom,364.22,161,64,64
569231,2011-10-02 15:18:00,13379,United Kingdom,299.53,309,45,44
569232,2011-10-02 15:26:00,16667,United Kingdom,366.78,159,32,32
569234,2011-10-02 15:33:00,17841,United Kingdom,536.62,204,87,84
569235,2011-10-02 15:35:00,17841,United Kingdom,5.76,48,1,1
569236,2011-10-02 15:49:00,14432,United Kingdom,306.73,319,66,66
569237,2011-10-02 15:50:00,,United Kingdom,51.58,10,6,6
569238,2011-10-02 15:52:00,17954,United Kingdom,149.55,119,30,30
569239,2011-10-03 08:30:00,14644,United Kingdom,643.26,192,18,18
569240,2011-10-03 09:30:00,18059,United Kingdom,124.08,104,6,6
569241,2011-10-03 09:30:00,14488,United Kingdom,1064.28,799,46,46
569242,2011-10-03 09:34:00,14193,United Kingdom,430.85,195,19,19
