stock_code,returned_units,signed_return_value_gbp,return_invoices,description,absolute_return_value_gbp
70006,2,-2.44,2,LOVE HEART POCKET WARMER,2.44
79337,14,-2.2800000000000002,2,Unknown product,2.2800000000000002
84251B,72,-2.2800000000000002,2,"GREETING CARD, STICKY GORDON",2.2800000000000002
21307,48,-2.1,2,SET/4 BUTTERFLY MIRROR MAGNETS,2.1
22878,1,-2.1,1,NUMBER TILE COTTAGE GARDEN No,2.1
35810A,79,-2.1,2,check,2.1
21414,26,-2.1,3,Unknown product,2.1
79190D,5,-2.1,1,RETRO PLASTIC DAISY TRAY,2.1
82567,74,-2.1,2,Unknown product,2.1
22290,26,-2.1,2,Unknown product,2.1
21750,1,-2.1,1,LARGE SKULL WINDMILL,2.1
85195,124,-2.1,3,Unknown product,2.1
20862,71,-2.1,2,Unknown product,2.1
20863,74,-2.1,3,Unknown product,2.1
20864,18,-2.1,3,Unknown product,2.1
20870,30,-2.1,2,Unknown product,2.1
85170C,1,-2.1,1,SET/6 EAU DE NIL BIRD T-LIGHTS,2.1
35962,33,-2.1,2,Unknown product,2.1
37441,1,-2.1,1,ASSORTED WHITE EMBOSSED CHINA MUGS,2.1
47579,15,-2.1,3,Unknown product,2.1
22190,1,-2.1,1,LOCAL CAFE MUG,2.1
23419,1,-2.08,1,HOME SWEET HOME BOTTLE,2.08
84989A,46,-2.0700000000000003,4,Unknown product,2.0700000000000003
21666,3,-1.9500000000000002,2,RIDGED GLASS T-LIGHT HOLDER,1.9500000000000002
22883,1,-1.95,1,NUMBER TILE VINTAGE FONT 4,1.95
84706D,6,-1.95,2,Unknown product,1.95
22813,1,-1.95,1,PACK 3 BOXES BIRD PANNETONE,1.95
22882,1,-1.95,1,NUMBER TILE VINTAGE FONT 3,1.95
84906,7,-1.95,2,PINK BUTTERFLY CUSHION COVER,1.95
22789,1,-1.95,1,T-LIGHT HOLDER SWEETHEART HANGING,1.95
84857C,25,-1.95,2,PINK MONTE CARLO HANDBAG,1.95
47503H,35,-1.95,3,check,1.95
22885,1,-1.95,1,NUMBER TILE VINTAGE FONT 6,1.95
20990,9,-1.95,2,Unknown product,1.95
23452,1,-1.95,1,HEART MINI PORTRAIT FRAME,1.95
22869,1,-1.95,1,NUMBER TILE COTTAGE GARDEN 1,1.95
85033G,55,-1.95,4,Unknown product,1.95
84218,3,-1.95,2,Unknown product,1.95
20705,1,-1.95,1,MRS ROBOT SOFT TOY,1.95
17001,6,-1.7399999999999998,2,HEAVENS SCENT FRAGRANCE OILS ASSTD,1.7399999999999998
22520,103,-1.7,3,Unknown product,1.7
21724,101,-1.7,2,PANDA AND BUNNIES STICKER SHEET,1.7
21725,2,-1.7,1,SWEETIES STICKERS,1.7
21726,52,-1.7,2,Unknown product,1.7
21721,2,-1.7,1,CANDY SHOP STICKER SHEET,1.7
21944,2,-1.7,1,KITTENS DESIGN FLANNEL,1.7
23285,2,-1.7,1,PINK VINTAGE SPOT BEAKER,1.7
22521,101,-1.7,3,Unknown product,1.7
21078,302,-1.7,3,Unknown product,1.7
22581,2,-1.7,1,WOOD STOCKING CHRISTMAS SCANDISPOT,1.7
84971S,506,-1.7,3,SMALL HEART FLOWERS HOOK,1.7
17109C,105,-1.69,3,Unknown product,1.69
17109D,141,-1.69,2,Unknown product,1.69
21016,221,-1.68,3,Unknown product,1.68
84450A,40,-1.68,2,Unknown product,1.68
23280,2,-1.66,1,FOLDING BUTTERFLY MIRROR HOT PINK,1.66
20855,85,-1.65,3,Unknown product,1.65
47503F,1,-1.65,1,ASS FLORAL PRINT TORCH,1.65
20774,30,-1.65,4,Unknown product,1.65
20773,40,-1.65,4,Unknown product,1.65
85024C,1,-1.65,1,PINK SMALL JEWELLED PHOTOFRAME,1.65
22898,151,-1.65,2,CHILDRENS APRON APPLES DESIGN,1.65
17013D,30,-1.57,3,Unknown product,1.57
37327,230,-1.56,3,damages,1.56
79328,54,-1.52,2,Unknown product,1.52
47574A,63,-1.5,2,check,1.5
22056,19,-1.49,2,Unknown product,1.49
22549,1,-1.45,1,PICTURE DOMINOES,1.45
21816,1,-1.45,1,CHRISTMAS TREE T-LIGHT HOLDER,1.45
20957,1,-1.45,1,PORCELAIN HANGING BELL SMALL,1.45
21214,154,-1.45,2,Came as green?,1.45
47013C,12,-1.44,1,WINE BOTTLE DRESSING DARK BLUE,1.44
22820,2,-1.3,1,GIFT BAG BIRTHDAY,1.3
22540,3,-1.26,2,MINI JIGSAW CIRCUS PARADE,1.26
22999,3,-1.26,2,TRAVEL CARD WALLET VINTAGE LEAF,1.26
77081,273,-1.25,3,Unknown product,1.25
18094C,68,-1.25,2,Unknown product,1.25
84569B,38,-1.25,3,Unknown product,1.25
84569A,108,-1.25,3,Unknown product,1.25
47504G,3142,-1.25,3,Unknown product,1.25
23264,1,-1.25,1,SET OF 3 WOODEN SLEIGH DECORATIONS,1.25
22757,5001,-1.25,2,LARGE RED BABUSHKA NOTEBOOK,1.25
84899E,27,-1.25,2,YELLOW BROWN BEAR FELT PURSE KIT,1.25
72127,54,-1.25,2,Unknown product,1.25
84569D,71,-1.25,2,Unknown product,1.25
84596K,1,-1.25,1,JELLY BABIES YELLOW SMALL BOWL,1.25
37379A,116,-1.25,3,Unknown product,1.25
84683,9,-1.25,3,Unknown product,1.25
22977,1,-1.25,1,DOLLY GIRL CHILDRENS EGG CUP,1.25
20966,195,-1.25,4,Unknown product,1.25
21447,119,-1.25,3,Unknown product,1.25
21356,1,-1.25,1,TOAST ITS - FAIRY FLOWER,1.25
85169D,1,-1.25,1,PINK LOVE BIRD CANDLE,1.25
23100,1,-1.25,1,SILVER BELLS TABLE DECORATION,1.25
21031,1,-1.25,1,SPACE CADET BLACK,1.25
22975,1,-1.25,1,SPACEBOY CHILDRENS EGG CUP,1.25
22954,1,-1.25,1,HEN PARTY CORDON BARRIER TAPE,1.25
21358,1,-1.25,1,TOAST ITS - HAPPY BIRTHDAY,1.25
90214K,1,-1.25,1,"LETTER ""K"" BLING KEY RING",1.25
22316,1,-1.25,1,200 BENDY SKULL STRAWS,1.25
35921,1,-1.25,1,EASTER BUNNY HANGING GARLAND,1.25
35918B,26,-1.25,4,Unknown product,1.25
22477,1,-1.25,1,WATERING CAN GARDEN MARKER,1.25
23567,1,-1.25,1,EGG CUP HENRIETTA HEN PINK,1.25
85129D,41,-1.25,2,BEADED CRYSTAL HEART PINK SMALL,1.25
79532,1,-1.25,1,MOSAIC GLASS BALL CANDLEHOLDER,1.25
23370,1,-1.25,1,SET 36 COLOURING PENCILS DOILY,1.25
21456,1,-1.25,1,2 PICTURE BOOK EGGS EASTER CHICKS,1.25
51012L,46,-1.25,2,"FEATHER DUSTER, LIGHT PINK",1.25
37461,87,-1.25,3,Unknown product,1.25
85094,1,-1.25,1,CANDY SPOT EGG WARMER RABBIT,1.25
82607E,58,-1.25,4,GLASS BONBON JAR. D'AMANDES,1.25
20943,60,-1.25,2,Unknown product,1.25
20942,9,-1.25,2,Unknown product,1.25
21774,1,-1.25,1,DECORATIVE CATS BATHROOM BOTTLE,1.25
23568,1,-1.25,1,EGG CUP HENRIETTA HEN CREAM,1.25
21736,114,-1.17,2,GOLD SCROLL GLASS T-LIGHT HOLDER,1.17
21015,4,-1.16,1,DARK BIRD HOUSE TREE DECORATION,1.16
22594,1,-0.85,1,CHRISTMAS GINGHAM TREE,0.85
81950B,24,-0.85,2,Unknown product,0.85
23398,1,-0.85,1,HANGING HEART BONHEUR,0.85
22321,1,-0.85,1,BIRD DECORATION RED RETROSPOT,0.85
71143,46,-0.85,3,Unknown product,0.85
20734,12,-0.85,3,Unknown product,0.85
21076,93,-0.85,2,Unknown product,0.85
20758,245,-0.85,3,Unknown product,0.85
35840,79,-0.85,2,Unknown product,0.85
22565,1,-0.85,1,FELTCRAFT HAIRBANDS PINK AND WHITE,0.85
21241,91,-0.85,2,Unknown product,0.85
35961,1,-0.85,1,FOLKART ZINC HEART CHRISTMAS DEC,0.85
21945,1,-0.85,1,STRAWBERRIES DESIGN FLANNEL,0.85
72140E,1,-0.85,1,BEST DAD CANDLE LETTERS,0.85
85213,13,-0.85,2,Unknown product,0.85
85177,1,-0.85,1,BASKET OF FLOWERS SEWING KIT,0.85
84934,1943,-0.85,4,Unknown product,0.85
23508,2,-0.84,1,MINI PLAYING CARDS DOLLY GIRL,0.84
17164B,2,-0.84,1,ASS COL SMALL SAND GECKO P'WEIGHT,0.84
22547,2,-0.84,1,MINI JIGSAW DINOSAUR,0.84
21520,2,-0.84,1,BOOZE & WOMEN GREETING CARD,0.84
21807,67,-0.84,4,Unknown product,0.84
62043B,2,-0.83,2,Unknown product,0.83
23375,1,-0.82,1,50'S CHRISTMAS PAPER GIFT BAG,0.82
22247,1,-0.75,1,BUNNY DECORATION MAGIC GARDEN,0.75
21014,91,-0.72,2,check,0.72
84673A,1,-0.65,1,PINK FLY SWAT,0.65
84673B,1,-0.65,1,BLUE FLY SWAT,0.65
85078,3141,-0.65,3,missing,0.65
85033S,25,-0.65,3,Unknown product,0.65
35598D,1,-0.65,1,PINK/WHITE CHRISTMAS TREE 60CM,0.65
51020B,55,-0.58,3,adjust,0.58
51020A,2,-0.58,1,SUMMER FUN DESIGN SHOWER CAP,0.58
37462B,14,-0.42,2,Unknown product,0.42
22420,1,-0.42,1,LIPSTICK PEN BABY PINK,0.42
16258A,1,-0.42,1,SWIRLY CIRCULAR RUBBERS IN BAG,0.42
21503,225,-0.42,3,TOYBOX WRAP,0.42
84228,5,-0.42,2,crushed,0.42
22539,1,-0.42,1,MINI JIGSAW DOLLY GIRL,0.42
71495A,1,-0.42,1,CD WALL TIDY BLUE OFFICE,0.42
21402,148,-0.42,2,Unknown product,0.42
23005,19201,-0.42,3,printing smudges/thrown away,0.42
22546,1,-0.42,1,MINI JIGSAW PURDEY,0.42
44234,2,-0.42,1,ASSORTED CIRCULAR MOBILE,0.42
21802,1,-0.42,1,CHRISTMAS TREE HEART DECORATION,0.42
79030D,665,-0.39,2,TUMBLER BAROQUE,0.39
35967,1,-0.38,1,FOLK ART METAL STAR T-LIGHT HOLDER,0.38
20668,1398,-0.36,3,DISCO BALL CHRISTMAS DECORATION,0.36
23185,1,-0.29,1,FRENCH STYLE STORAGE JAR JAM,0.29
35631B,33,-0.19,2,Unknown product,0.19
21883,1,-0.19,1,STARS GIFT TAPE,0.19
85204,1132,-0.12,2,lost??,0.12
48173A,2,0.0,1,Unknown product,0.0
48169,9,0.0,1,Unknown product,0.0
47598,51,0.0,3,Unknown product,0.0
21304,7,0.0,1,Unknown product,0.0
21301,2,0.0,1,Unknown product,0.0
21295,13,0.0,1,Unknown product,0.0
21294,235,0.0,2,Unknown product,0.0
21290,17,0.0,1,Unknown product,0.0
20760,200,0.0,2,Unknown product,0.0
20759,182,0.0,2,Unknown product,0.0
71101A,43,0.0,1,Unknown product,0.0
71028B,109,0.0,1,Unknown product,0.0
70037L,3,0.0,1,Unknown product,0.0
62097B,14,0.0,2,Unknown product,0.0
62097A,1,0.0,1,Unknown product,0.0
62096B,13,0.0,3,Unknown product,0.0
62096A,88,0.0,1,Unknown product,0.0
62095B,32,0.0,1,Unknown product,0.0
62094B,92,0.0,1,Unknown product,0.0
44228,57,0.0,2,Unknown product,0.0
44091C,6,0.0,1,Unknown product,0.0
44091A,4,0.0,2,Unknown product,0.0
40046C,1,0.0,1,Unknown product,0.0
40018E,17,0.0,1,Unknown product,0.0
40016,1960,0.0,3,Unknown product,0.0
37508,18,0.0,2,Unknown product,0.0
22740,1096,0.0,2,Unknown product,0.0
21223,13,0.0,1,Unknown product,0.0
48197,7,0.0,1,Unknown product,0.0
72051S,98,0.0,3,Unknown product,0.0
72045A,1,0.0,1,Unknown product,0.0
72038B,244,0.0,1,damaged,0.0
72024U,106,0.0,1,Unknown product,0.0
72024HC,3669,0.0,1,Unknown product,0.0
72023F,82,0.0,2,Unknown product,0.0
71434B,13,0.0,2,Unknown product,0.0
71431,60,0.0,1,Unknown product,0.0
71406B,81,0.0,1,Unknown product,0.0
71265,12,0.0,1,Unknown product,0.0
72331R,14,0.0,1,Unknown product,0.0
72234,66,0.0,1,Unknown product,0.0
72232,1400,0.0,1,wet cartons,0.0
72226D,106,0.0,1,Unknown product,0.0
72225D,978,0.0,2,Unknown product,0.0
72140F,5368,0.0,1,throw away,0.0
72140D,6,0.0,1,Unknown product,0.0
72129,17,0.0,1,Unknown product,0.0
72084B,71,0.0,1,Unknown product,0.0
72748,1,0.0,1,Unknown product,0.0
72740B,76,0.0,1,Unknown product,0.0
72740A,43,0.0,1,Unknown product,0.0
72739B,290,0.0,3,Unknown product,0.0
72732,2472,0.0,1,thrown away-can't sell,0.0
72728,6,0.0,1,Unknown product,0.0
72719,10,0.0,1,Unknown product,0.0
72715,32,0.0,2,Unknown product,0.0
72709,50,0.0,1,Unknown product,0.0
72697A,32,0.0,1,Unknown product,0.0
72671B,7,0.0,1,Unknown product,0.0
72620A,5,0.0,1,Unknown product,0.0
72606A,45,0.0,2,Unknown product,0.0
72487,322,0.0,1,Unknown product,0.0
72484,3,0.0,1,Unknown product,0.0
72348B,4,0.0,1,Unknown product,0.0
20699,16,0.0,1,Unknown product,0.0
72753C,7,0.0,2,Unknown product,0.0
72753B,23,0.0,1,Unknown product,0.0
72753A,2,0.0,1,Unknown product,0.0
72752D,46,0.0,1,Unknown product,0.0
72752C,24,0.0,1,Unknown product,0.0
72752B,21,0.0,1,Unknown product,0.0
72752A,18,0.0,1,Unknown product,0.0
72751D,20,0.0,1,Unknown product,0.0
72751C,21,0.0,2,Unknown product,0.0
37477C,31,0.0,1,Unknown product,0.0
37476,29,0.0,3,Unknown product,0.0
37474,15,0.0,1,Unknown product,0.0
37493D,44,0.0,1,Unknown product,0.0
37493C,36,0.0,1,Unknown product,0.0
37493B,37,0.0,1,Unknown product,0.0
37491D,4,0.0,1,Unknown product,0.0
37491B,7,0.0,1,Unknown product,0.0
37490D,40,0.0,1,Unknown product,0.0
37490C,5,0.0,1,Unknown product,0.0
37489D,12,0.0,1,Unknown product,0.0
72751B,13,0.0,2,Unknown product,0.0
72751A,11,0.0,1,Unknown product,0.0
72750D,8,0.0,1,Unknown product,0.0
72755B,23,0.0,1,Unknown product,0.0
72755A,1,0.0,1,Unknown product,0.0
72754D,107,0.0,2,Unknown product,0.0
72754C,9,0.0,1,Unknown product,0.0
72754B,44,0.0,1,Unknown product,0.0
72754A,62,0.0,1,damaged,0.0
20714,450,0.0,1,missing,0.0
20710,16,0.0,1,Unknown product,0.0
20701,30,0.0,2,Unknown product,0.0
22587,41,0.0,1,check,0.0
72799A,11,0.0,1,Unknown product,0.0
72798C,22,0.0,2,Unknown product,0.0
72798B,2,0.0,1,Unknown product,0.0
72798A,8,0.0,1,Unknown product,0.0
72796C,4,0.0,1,Unknown product,0.0
72796A,21,0.0,2,Unknown product,0.0
72785A,15,0.0,2,Unknown product,0.0
72772,67,0.0,1,Unknown product,0.0
72771C,4,0.0,1,Unknown product,0.0
72771B,87,0.0,1,Unknown product,0.0
72768,6,0.0,1,Unknown product,0.0
72759,524,0.0,1,thrown away-can't sell.,0.0
72755D,152,0.0,2,Unknown product,0.0
21339,5,0.0,2,Unknown product,0.0
21338,3,0.0,1,Unknown product,0.0
21337,21,0.0,1,Unknown product,0.0
21325,2,0.0,1,Unknown product,0.0
72801H,12,0.0,1,Unknown product,0.0
72801G,50,0.0,2,Unknown product,0.0
72801F,7,0.0,1,Unknown product,0.0
72801E,65,0.0,2,Unknown product,0.0
72800F,5,0.0,1,Unknown product,0.0
21195,31,0.0,2,Unknown product,0.0
21193,22,0.0,1,Unknown product,0.0
21187,97,0.0,1,Unknown product,0.0
37489C,11,0.0,1,Unknown product,0.0
37489B,14,0.0,1,Unknown product,0.0
37487B,15,0.0,2,Damaged,0.0
37482P,93,0.0,1,Damaged,0.0
37482B,130,0.0,1,Unknown product,0.0
37479P,664,0.0,3,??,0.0
37479B,30,0.0,1,sold as set by dotcom,0.0
37477D,18,0.0,2,Unknown product,0.0
72800A,148,0.0,1,Unknown product,0.0
72799F,51,0.0,2,Unknown product,0.0
72799B,23,0.0,1,Unknown product,0.0
75172,35,0.0,1,Unknown product,0.0
75149N,395,0.0,2,Unknown product,0.0
75132,3,0.0,1,Unknown product,0.0
75131,48,0.0,1,Unknown product,0.0
72809,2,0.0,1,Unknown product,0.0
72806,9,0.0,1,Unknown product,0.0
72805,3,0.0,2,Unknown product,0.0
21353,136,0.0,1,Unknown product,0.0
21347,18,0.0,2,Unknown product,0.0
79064C,1,0.0,1,Unknown product,0.0
79057B,2,0.0,1,Unknown product,0.0
79053D,11,0.0,1,Unknown product,0.0
79051A,6,0.0,1,sold as set on dotcom,0.0
79030G,429,0.0,2,Water damaged,0.0
79030A,409,0.0,3,Unknown product,0.0
79026B,23,0.0,2,Unknown product,0.0
79023B,57,0.0,1,Unknown product,0.0
79003B,6,0.0,1,Unknown product,0.0
78027,10,0.0,2,Unknown product,0.0
77101A,87,0.0,1,Unknown product,0.0
79161A,13,0.0,1,Unknown product,0.0
79142,30,0.0,1,Unknown product,0.0
79140,51,0.0,3,gone,0.0
79082C,2,0.0,1,Unknown product,0.0
79071B,8,0.0,2,Unknown product,0.0
79071A,43,0.0,1,Unknown product,0.0
79070B,3,0.0,1,Unknown product,0.0
79065B,2,0.0,1,Unknown product,0.0
21322,17,0.0,1,Unknown product,0.0
22786,10,0.0,1,broken zips,0.0
22785,9,0.0,1,broken zips,0.0
21183,2,0.0,1,Unknown product,0.0
37468,2,0.0,1,Unknown product,0.0
37467,177,0.0,1,Unknown product,0.0
37464,226,0.0,3,Unknown product,0.0
37452B,15,0.0,1,Unknown product,0.0
37452A,25,0.0,1,Unknown product,0.0
20800,26,0.0,1,Unknown product,0.0
20787,77,0.0,3,damaged,0.0
20680,26,0.0,1,Unknown product,0.0
79315B,3,0.0,1,Unknown product,0.0
79308B,1,0.0,1,Unknown product,0.0
79303B,5,0.0,1,Unknown product,0.0
79303A,5,0.0,1,Unknown product,0.0
79302J,1,0.0,1,Unknown product,0.0
79302C,1,0.0,1,Unknown product,0.0
79172D,11,0.0,2,Unknown product,0.0
79331,3,0.0,1,Unknown product,0.0
79329,28,0.0,2,Unknown product,0.0
79315W,6,0.0,1,Unknown product,0.0
20690,3,0.0,1,Unknown product,0.0
20688,514,0.0,1,Unknown product,0.0
20683,44,0.0,1,Unknown product,0.0
21345,1,0.0,1,Unknown product,0.0
21342,10,0.0,1,Unknown product,0.0
21341,27,0.0,1,Unknown product,0.0
22548,70,0.0,1,Unknown product,0.0
20657,16,0.0,1,Unknown product,0.0
82011C,27,0.0,1,Unknown product,0.0
81985A,11,0.0,2,Unknown product,0.0
81953P,7,0.0,1,Unknown product,0.0
81953B,6,0.0,1,Unknown product,0.0
81950V,1,0.0,1,Unknown product,0.0
79413,4,0.0,1,Unknown product,0.0
79338,37,0.0,1,Unknown product,0.0
79336,77,0.0,2,Unknown product,0.0
79333,1,0.0,1,Unknown product,0.0
82081,4,0.0,1,Unknown product,0.0
82076,26,0.0,1,Unknown product,0.0
82069,5,0.0,1,Unknown product,0.0
82039C,4,0.0,1,Unknown product,0.0
20672,79,0.0,1,Unknown product,0.0
20671,139,0.0,2,Unknown product,0.0
20669,65,0.0,2,Unknown product,0.0
20660,43,0.0,1,Unknown product,0.0
20659,67,0.0,1,Unknown product,0.0
37351,28,0.0,1,Unknown product,0.0
37350,121,0.0,1,Unknown product,0.0
37345,68,0.0,1,Unknown product,0.0
37445D,10,0.0,1,Unknown product,0.0
37445C,16,0.0,1,Unknown product,0.0
37445A,1,0.0,1,Unknown product,0.0
37438,4,0.0,1,Unknown product,0.0
37432,2,0.0,1,Unknown product,0.0
37422,256,0.0,3,Unknown product,0.0
37409,7,0.0,1,Unknown product,0.0
37408,15,0.0,1,Unknown product,0.0
37399,113,0.0,1,Unknown product,0.0
22518,30,0.0,1,Unknown product,0.0
82607C,67,0.0,1,damages,0.0
82595,11,0.0,1,Unknown product,0.0
82577,54,0.0,1,Unknown product,0.0
82576,1,0.0,1,Unknown product,0.0
82553,166,0.0,2,Unknown product,0.0
82545A,4,0.0,1,Unknown product,0.0
82096,1,0.0,1,Unknown product,0.0
82095,5,0.0,1,Unknown product,0.0
82093,1,0.0,1,Unknown product,0.0
84010,38,0.0,1,Unknown product,0.0
84007,96,0.0,2,Unknown product,0.0
82609,9,0.0,1,Unknown product,0.0
21388,119,0.0,1,Unknown product,0.0
35978,70,0.0,2,damages,0.0
35975A,23,0.0,1,Unknown product,0.0
35974,6,0.0,1,Unknown product,0.0
35973,61,0.0,1,Unknown product,0.0
21182,18,0.0,1,Unknown product,0.0
21177,24,0.0,1,Unknown product,0.0
21176,6,0.0,1,Unknown product,0.0
21171,140,0.0,2,Unknown product,0.0
21170,4,0.0,1,Unknown product,0.0
37379B,67,0.0,2,Unknown product,0.0
37365Y,148,0.0,1,Unknown product,0.0
37353,179,0.0,1,Unknown product,0.0
37352,94,0.0,2,Unknown product,0.0
21387,19,0.0,1,Unknown product,0.0
21384,150,0.0,1,Unknown product,0.0
20653,14,0.0,1,Unknown product,0.0
20652,77,0.0,2,check,0.0
20620,46,0.0,2,Unknown product,0.0
20618,40,0.0,1,Unknown product,0.0
20617,33,0.0,1,Unknown product,0.0
18098B,3,0.0,1,Unknown product,0.0
18098A,21,0.0,1,Unknown product,0.0
18097B,5,0.0,1,Unknown product,0.0
18097A,23,0.0,1,Unknown product,0.0
18096B,3,0.0,1,Unknown product,0.0
18094A,1,0.0,1,Unknown product,0.0
18033,2,0.0,1,Unknown product,0.0
84029C,44,0.0,1,Unknown product,0.0
22459,268,0.0,2,Unknown product,0.0
22458,65,0.0,1,Missing,0.0
84247D,3,0.0,1,Unknown product,0.0
84227,2,0.0,1,Unknown product,0.0
84226,34,0.0,1,Unknown product,0.0
84224,69,0.0,1,Unknown product,0.0
84200,21,0.0,1,Unknown product,0.0
84195,201,0.0,1,Unknown product,0.0
84192,130,0.0,1,Unknown product,0.0
84255B,36,0.0,2,Unknown product,0.0
84251J,28,0.0,1,Unknown product,0.0
84251F,92,0.0,2,Unknown product,0.0
84250M,52,0.0,2,Unknown product,0.0
84250H,15,0.0,1,Unknown product,0.0
84249A,175,0.0,2,damaged,0.0
84248F,12,0.0,1,Unknown product,0.0
84248E,1,0.0,1,Unknown product,0.0
84248B,17,0.0,1,Unknown product,0.0
22482,66,0.0,1,Unknown product,0.0
22481,288,0.0,1,wet boxes,0.0
22480,24,0.0,1,Unknown product,0.0
84389,47,0.0,1,Unknown product,0.0
84387A,14,0.0,1,Unknown product,0.0
84371,6,0.0,1,Unknown product,0.0
84367,24,0.0,1,crushed,0.0
84344,8,0.0,1,Unknown product,0.0
84341B,181,0.0,2,Unknown product,0.0
84341A,2,0.0,1,Unknown product,0.0
84340,61,0.0,1,Unknown product,0.0
84313C,13,0.0,2,damaged,0.0
84313B,32,0.0,1,Damaged,0.0
84313A,18,0.0,1,Unknown product,0.0
84311,22,0.0,1,Unknown product,0.0
84306,27,0.0,2,Unknown product,0.0
84448,11,0.0,1,Unknown product,0.0
84447,54,0.0,1,Unknown product,0.0
84444C,29,0.0,1,Unknown product,0.0
84440B,21,0.0,1,Unknown product,0.0
84439B,60,0.0,1,Unknown product,0.0
84437A,1,0.0,1,Unknown product,0.0
84427B,8,0.0,2,Unknown product,0.0
84425A,8,0.0,2,Unknown product,0.0
84424A,2,0.0,2,Unknown product,0.0
84415B,9,0.0,2,Unknown product,0.0
84415A,11,0.0,1,Unknown product,0.0
84414B,12,0.0,1,damaged,0.0
84402C,20,0.0,1,Unknown product,0.0
84396,161,0.0,2,Unknown product,0.0
84395,4,0.0,1,Unknown product,0.0
84394,11,0.0,1,Unknown product,0.0
17129D,2342,0.0,3,Unknown product,0.0
17129C,30,0.0,1,Unknown product,0.0
17120,1,0.0,1,Unknown product,0.0
17109B,205,0.0,1,Unknown product,0.0
84460A,3,0.0,1,Unknown product,0.0
84458,48,0.0,2,Unknown product,0.0
84455,31,0.0,1,Unknown product,0.0
35954,744,0.0,3,Unknown product,0.0
35951,159,0.0,2,Unknown product,0.0
35950,101,0.0,1,Unknown product,0.0
35949,67,0.0,1,Unknown product,0.0
37343,52,0.0,2,damaged,0.0
37333,87,0.0,2,Unknown product,0.0
37326,5,0.0,1,Unknown product,0.0
37112,11,0.0,1,Unknown product,0.0
35995,10,0.0,1,Unknown product,0.0
35993,115,0.0,1,Unknown product,0.0
35992,30,0.0,1,Unknown product,0.0
35991,1,0.0,1,Unknown product,0.0
35983,215,0.0,2,Unknown product,0.0
35981C,8,0.0,1,Unknown product,0.0
35980B,17,0.0,1,Unknown product,0.0
84454,332,0.0,2,Unknown product,0.0
84450B,50,0.0,1,Unknown product,0.0
84449,12,0.0,1,Unknown product,0.0
84469,80,0.0,1,Unknown product,0.0
84465,6,0.0,1,Unknown product,0.0
18010,772,0.0,2,Unknown product,0.0
17181,36,0.0,2,Unknown product,0.0
17178,4,0.0,1,Unknown product,0.0
17164D,14,0.0,1,Unknown product,0.0
17160,34,0.0,1,Unknown product,0.0
21406,8,0.0,1,Unknown product,0.0
84519D,36,0.0,1,Unknown product,0.0
84511,14,0.0,1,Unknown product,0.0
84509F,24,0.0,2,Unknown product,0.0
84499,53,0.0,3,Unknown product,0.0
84497,71,0.0,1,Unknown product,0.0
22445,62,0.0,1,Unknown product,0.0
84494B,20,0.0,1,Unknown product,0.0
84476A,11,0.0,1,Unknown product,0.0
84558B,2,0.0,1,Unknown product,0.0
84555A,20,0.0,2,Unknown product,0.0
84548,70,0.0,1,Unknown product,0.0
84546,45,0.0,1,Unknown product,0.0
84537B,21,0.0,2,Unknown product,0.0
84535A,185,0.0,3,Unknown product,0.0
84533B,38,0.0,1,Unknown product,0.0
84532B,14,0.0,2,Unknown product,0.0
84531B,23,0.0,1,Unknown product,0.0
84531A,34,0.0,1,Unknown product,0.0
84529C,14,0.0,1,Unknown product,0.0
35972,245,0.0,4,check,0.0
35969,55,0.0,2,Unknown product,0.0
35966,84,0.0,2,Unknown product,0.0
35963,10,0.0,1,checked,0.0
35960,4,0.0,1,Unknown product,0.0
35958,198,0.0,1,Unknown product,0.0
35956,1043,0.0,1,lost,0.0
35955,200,0.0,1,cant find,0.0
84529B,2,0.0,1,Unknown product,0.0
84529A,311,0.0,2,Unknown product,0.0
84526,1,0.0,1,Unknown product,0.0
84522,30,0.0,1,Unknown product,0.0
21419,10,0.0,1,Unknown product,0.0
21416,14,0.0,1,Unknown product,0.0
84567,1,0.0,1,Unknown product,0.0
84564,9,0.0,1,Unknown product,0.0
84563B,11,0.0,1,damaged,0.0
84563A,14,0.0,2,damaged,0.0
84562B,5,0.0,1,Unknown product,0.0
84559D,124,0.0,4,Unknown product,0.0
84593,5,0.0,1,Unknown product,0.0
84585L,2,0.0,1,Unknown product,0.0
84584,53,0.0,2,Unknown product,0.0
84582,4,0.0,2,Unknown product,0.0
84581,43,0.0,2,Unknown product,0.0
84578,52,0.0,1,damages,0.0
84576,13,0.0,2,damaged,0.0
84575B,36,0.0,1,Unknown product,0.0
84572,1,0.0,1,Unknown product,0.0
84571,120,0.0,1,Unknown product,0.0
22415,31,0.0,1,Unknown product,0.0
84612B,162,0.0,1,thrown away,0.0
84600A,15,0.0,1,Unknown product,0.0
84599,24,0.0,1,Unknown product,0.0
84597A,16,0.0,1,Unknown product,0.0
84596L,21,0.0,1,Unknown product,0.0
84596G,365,0.0,1,??,0.0
35838B,137,0.0,1,missing,0.0
35837,15,0.0,1,Unknown product,0.0
35833P,24,0.0,1,check,0.0
35833G,43,0.0,1,damages,0.0
35948,17,0.0,1,Unknown product,0.0
35941,25,0.0,1,Unknown product,0.0
35940,25,0.0,1,Unknown product,0.0
