stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
22871,127,289.39,30,11,NUMBER TILE COTTAGE GARDEN 3,0.0014132951704483028
72812,105,288.46000000000004,31,14,LARGE ZINC GLASS CANDLEHOLDER,0.001408753325503706
20987,131,288.35,22,11,GEISHA GIRL CHOPSTICKS SET/5,0.0014082161180371407
21144,543,287.47,60,40,PINK POODLE HANGING DECORATION,0.001403918458304619
16212,366,287.01,37,29,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,0.0014016719543535278
20821,42,286.42,25,10,GOLDIE LOOKING MIRROR,0.0013987905688510414
90014C,29,284.67999999999995,20,13,SILVER AND BLACK ORBIT NECKLACE,0.0013902929234708276
37413,703,284.49,81,52,ICON MUG REVOLUTIONARY,0.0013893650196649425
90185B,67,284.43,34,12,AMETHYST DIAMANTE EXPANDABLE RING,0.0013890719974104522
82093,139,283.49,28,7,HEART SHAPE BUTTON FRAME,0.0013844813154234403
20980,233,282.31,58,35,36 PENCILS TUBE POSY,0.0013787185444184677
85049g,115,281.44,52,0,CHOCOLATE BOX RIBBONS,0.0013744697217283608
84977,223,281.33,44,34,WIRE FLOWER T-LIGHT HOLDER,0.0013739325142617957
16052,848,281.32,35,18,TEATIME PUSH DOWN RUBBER,0.0013738836772193806
23481,228,281.17,29,23,PEARLISED IVORY HEART SMALL,0.0013731511215831552
90163A,37,280.71,24,5,PINK ROSEBUD & PEARL NECKLACE,0.001370904617632064
47578A,307,279.88,69,42,ENGLISH ROSE SMALL SCENTED FLOWER,0.0013668511431116175
84508C,103,279.82,43,22,BLUE CIRCLES DESIGN TEDDY,0.0013665581208571274
72739C,326,279.08,23,10,DARK CHOCOLATE SCENTCANDLE,0.0013629441797184158
21412,275,279.0,67,33,VINTAGE GOLD TINSEL REEL,0.0013625534833790957
84625B,180,279.0,17,15,BLCK NEW BAROQUE CANDLESTICK CANDLE,0.0013625534833790957
90115,108,278.96,60,11,SUMMER BUTTERFLIES BAG CHARM,0.0013623581352094354
84457,291,278.72999999999996,64,37,SET/3 RABBITS FLOWER SKIPPPING ROPE,0.00136123488323389
21367,211,278.47999999999996,60,37,MIRRORED WALL ART GENTS,0.0013600139571735143
84926F,484,277.9,42,24,PSYCHEDELIC TILE COASTER,0.0013571814087134431
90146,41,276.49,19,12,FINE SILVER NECKLACE W PASTEL FLOWE,0.0013502953857329253
84966C,23,276.0,2,1,GREEN KASHMIRI BOXED MIRROR,0.0013479023706545893
DCGS0076,17,275.96,14,0,SUNJAR LED NIGHT NIGHT LIGHT,0.001347707022484929
23137,83,275.62,23,18,ZINC WIRE SWEETHEART LETTER TRAY,0.0013460465630428184
90085,311,275.53,29,14,CRYSTAL STILETTO PHONE CHARM,0.001345607029661083
21095,295,274.57,40,24,SET/6 POSIES PAPER PLATES,0.0013409186735892412
84924F,975,274.55,10,8,PSYCHEDELIC METAL SIGN CALENDAR,0.001340820999504411
21193,111,274.37,22,14,WHITE HONEYCOMB PAPER FAN,0.0013399419327409408
75178,497,273.93,25,11,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.0013377931028746798
90122A,55,273.89,31,14,PINK CRYSTAL+GLASS BRACELET,0.0013375977547050197
84927F,335,273.32,62,44,PSYCHEDELIC TILE HOOK,0.0013348140432873634
23141,79,272.91,25,18,TRIPLE WIRE HOOK PINK HEART,0.001332811724548348
84924D,764,272.61,15,11,LA PALMIERA METAL SIGN CALENDAR,0.001331346613275897
35096A,765,272.45,50,18,BLUE VICTORIAN FABRIC HEART BOX,0.0013305652205972567
79303D,78,272.45,19,5,LILAC FLOWER BLOCK TABLE LAMP,0.0013305652205972567
84499,326,272.16999999999996,41,16,BLACK FLOWER CANDLE PLATE,0.0013291977834096358
22874,126,272.02,28,15,NUMBER TILE COTTAGE GARDEN 6,0.0013284652277734108
90185C,64,271.96,32,17,BLACK DIAMANTE EXPANDABLE RING,0.0013281722055189205
90032,48,271.88,24,12,IVORY SHELL HEART NECKLACE,0.0013277815091796005
22877,128,271.64,28,18,NUMBER TILE COTTAGE GARDEN 9,0.00132660942016164
84192,226,271.1,38,29,ASSORTED COLOUR METAL CAT,0.001323972219871229
23474,312,270.96,37,26,WOODLAND SMALL BLUE FELT HEART,0.0013232885012774184
47586A,200,270.43,29,23,PINK FAIRY CAKE CUSHION COVER,0.0013207001380294223
22868,124,270.38,27,13,NUMBER TILE COTTAGE GARDEN 0,0.0013204559528173473
47351B,98,269.90000000000003,14,11,BLUE VOILE LAMPSHADE,0.0013181117747814264
47591A,163,269.53999999999996,70,32,CAROUSEL CHILDRENS APRON,0.0013163536412544852
85195,146,269.44000000000005,17,14,HANGING HEART BASKET,0.0013158652708303356
90122C,54,269.1,30,12,TURQUOISE CRYSTAL+GLASS BRACELET,0.0013142048113882246
72793,55,268.75,10,5,BLACK BOX MIRROR LANTERN,0.0013124955149036988
20818,87,268.5,30,20,GOLD TEDDY BEAR,0.0013112745888433231
22875,123,268.34999999999997,30,17,NUMBER TILE COTTAGE GARDEN 7,0.0013105420332070977
21372,156,267.01,50,28,MIRRORED WALL ART TABLE LAMP,0.001303997869523485
47481,326,265.4,44,31,50CM METAL STRING WITH 7 CLIPS,0.0012961351056946665
23476,205,264.72,22,18,WOODLAND LARGE RED FELT HEART,0.0012928141868104454
21950,211,263.63,18,2,SET OF 6 DOTS CHOPSTICKS,0.0012874909491872079
90157,53,263.28000000000003,24,14,RIVIERA NECKLACE,0.0012857816527026822
90129E,129,263.14,59,10,PURPLE GLASS TASSLE BAG CHARM,0.0012850979341088719
22873,120,262.5,31,17,NUMBER TILE COTTAGE GARDEN 5,0.0012819723633943104
84806A,319,261.90999999999997,20,19,PINK CANDYSTUFT ARTIFICIAL FLOWER,0.001279090977891824
21268,397,261.66,49,31,VINTAGE BLUE TINSEL REEL,0.0012778700518314488
79328,594,260.76,17,6,BLUE FLOCK GLASS CANDLEHOLDER,0.0012734747180140967
72799D,78,260.67,18,12,BLUE PILLAR CANDLE SILVER FLOCK,0.0012730351846323615
44234,1213,260.39,56,28,ASSORTED CIRCULAR MOBILE,0.0012716677474447408
84597B,205,259.37,27,11,RETRO BROWN BALL ASHTRAY,0.0012666863691184087
85095,174,259.09,49,9,THREE CANVAS LUGGAGE TAGS,0.001265318931930788
84613C,62,258.06,12,11,BLUE NEW BAROQUE FLOCK CANDLESTICK,0.0012602887165620409
90035A,24,257.55,16,7,"PEARL & SHELL 42""NECKL. GREEN",0.001257798027398875
84520b,110,257.4,10,0,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.0012570654717626493
85179C,116,257.15,40,10,PINK BITTY LIGHT CHAIN,0.0012558445457022738
84371,30,257.1,6,4,BIG PINK POODLE,0.001255600360490199
90040B,71,255.97,36,17,MURANO STYLE GLASS BRACELET BLACK,0.0012500817746973014
22882,126,255.07999999999998,50,18,NUMBER TILE VINTAGE FONT 3,0.0012457352779223646
72801d,103,254.98,61,0,4 SKY BLUE DINNER CANDLES,0.0012452469074982144
17038,2559,254.51000000000002,55,21,PORCELAIN BUDAH INCENSE HOLDER,0.0012429515665047085
85232b,25,254.47,22,0,SET OF 3 BABUSHKA STACKING TINS,0.0012427562183350482
10123C,650,254.41000000000003,63,39,HEARTS WRAPPING TAPE,0.0012424631960805583
84461,99,253.79,40,33,12 PINK HEN+CHICKS IN BASKET,0.0012394352994508269
gift_0001_50,6,253.59,6,0,Dotcomgiftshop Gift Voucher £50.00,0.0012384585586025264
21493,272,252.45,29,22,VINTAGE DESIGN GIFT TAGS,0.001232891135767214
79338,553,252.29000000000002,13,8,DARK PINK FLOCK GLASS CANDLEHOLDER,0.0012321097430885739
22876,118,252.22,23,12,NUMBER TILE COTTAGE GARDEN 8,0.0012317678837916685
21032,203,252.16,50,28,SPACE CADET WHITE,0.0012314748615371784
21370,54,251.97,22,15,MIRRORED WALL ART FOXY,0.001230546957731293
23149,99,251.45000000000002,21,17,ANTIQUE IVORY WIRE BOWL SMALL,0.0012280074315257118
DCGSSBOY,77,251.35,21,0,BOYS PARTY BAG,0.0012275190611015616
90081C,50,250.47000000000003,36,13,LILY BROOCH OLIVE COLOUR,0.0012232214013690398
90073,50,250.34,34,7,VINTAGE ENAMEL & CRYSTAL EARRINGS,0.0012225865198176446
20836,224,250.0,22,18,FRENCH PAISLEY CUSHION COVER,0.0012209260603755338
21460,113,249.64999999999998,27,20,GREEN EASTER EGG HUNT START POST,0.0012192167638910077
90170,150,249.57999999999998,73,10,DAISY HAIR BAND,0.0012188749045941027
90087,311,249.55999999999997,53,13,CRYSTAL SEA HORSE PHONE CHARM,0.0012187772305092726
84030c,32,248.0,13,0,KNITTED RAINBOW HOT WATER BOTTLE,0.0012111586518925295
23465,29,247.63,16,15,TUSCAN VILLA BIRD FEEDER,0.0012093516813231737
84621,29,247.26,15,9,BLUE GINGHAM ROSE FLOOR CUSHION,0.0012075447107538178
90036C,31,246.83,15,7,"FLOWER GLASS GARLAND NECKL.36""BLUE",0.001205444717929972
82011A,59,246.58,34,19,"BATHROOM SCALES, TROPICAL BEACH",0.0012042237918695965
47503H,160,246.12,60,45,ASS FLORAL PRINT SPIRIT LEVEL,0.0012019772879185054
46307,51,246.03,33,4,ROSES BLUE BASE CUSHION COVER,0.0012015377545367702
90028,29,244.79,24,5,NEW BAROQUE LARGE NECKLACE BLK/WHIT,0.0011954819612773075
84993B,551,243.66,86,57,75 BLACK PETIT FOUR CASES,0.00118996337548441
90096,104,243.60999999999999,49,10,NECKLACE+BRACELET SET BLUE BLOSSOM,0.001189719190272335
90129C,107,243.38,51,16,GREEN GLASS TASSLE BAG CHARM,0.0011885959382967896
90119,97,243.07,42,6,METALIC LEAVES BAG CHARMS,0.001187081989981924
90081A,49,242.8,24,15,LILY BROOCH AMETHYST COLOUR,0.0011857633898367183
90196A,19,242.25,11,9,PURPLE GEMSTONE NECKLACE 45CM,0.0011830773525038922
23475,286,242.17999999999998,31,25,WOODLAND SMALL PINK FELT HEART,0.0011827354932069868
35818P,559,242.15,25,18,"ACRYLIC JEWEL ICICLE, PINK",0.001182588982079742
90196B,19,241.98,14,9,BLACK GEMSTONE NECKLACE 45CM,0.0011817587523586866
23143,30,239.97,16,12,ZINC WIRE KITCHEN ORGANISER,0.0011719425068332672
84629,24,237.8,13,12,WHITE 3 FRAME BIRDS AND TREE,0.0011613448686292078
82553,114,237.73,42,14,POP'S GREASY SPOON METAL SIGN,0.0011610030093323026
90133,47,236.46,36,7,TEAL/FUSCHIA COL BEAD NECKLACE,0.0011548007049455948
44217M,72,236.40000000000003,3,1,MULTICOLOUR FEATHERS CURTAIN,0.001154507682691105
20891,684,236.32999999999998,3,1,LARGE GLASS ROSE SCENTED CANDLE,0.0011541658233941996
82585,164,235.9,47,18,SWEET VALENCIA CANDLE+CUP,0.0011520658305703537
90210D,142,235.73000000000002,23,10,PURPLE ACRYLIC FACETED BANGLE,0.0011512356008492983
23580,116,234.92,25,20,SNACK TRAY HAPPY FOREST,0.0011472798004136815
20855,142,234.29999999999998,47,41,PINK PATCH PURSE BLUE HEART,0.0011442519037839502
84796a,28,234.28,20,0,PINK HAWAIIAN PICNIC HAMPER FOR 2,0.0011441542296991203
84660c,31,233.98,28,0,PINK STITCHED WALL CLOCK,0.0011426891184266696
20736,290,233.5,19,18,PINK MINI TAPE MEASURE,0.0011403449403907485
84247K,75,233.48000000000002,28,20,"FOLK ART GREETING CARD,pack/12",0.0011402472663059186
90185A,55,233.29,26,8,AMBER DIAMANTE EXPANDABLE RING,0.001139319362500033
37483,143,232.89,10,10,ENGLISH ROSE MUG IN GIFT BOX,0.0011373658808034321
84797b,21,232.62,19,0,BLUE SAVANNAH PICNIC HAMPER FOR 4,0.0011360472806582265
23036,184,232.42000000000002,16,14,T-LIGHT HOLDER SILVER PETIT FOUR,0.001135070539809926
16256B,524,232.35,35,17,FLOWER PENCIL/RUBBER+5 MINI PENCILS,0.0011347286805130211
35991,402,232.08,54,43,SET/6 BLACK SNOWFLAKE T-LIGHTS,0.0011334100803678155
90210B,102,232.04000000000002,24,15,CLEAR ACRYLIC FACETED BANGLE,0.0011332147321981556
23447,158,231.89999999999998,4,4,PINK BUNNY EASTER EGG BASKET,0.0011325310136043449
90181B,25,231.27,24,0,AMETHYST GLASS/SHELL/PEARL NECKLACE,0.0011294542799321987
16202C,97,230.59,12,10,BEIGE PHOTO ALBUM,0.0011261333610479772
21226,213,230.54999999999998,37,17,POCKET MIRROR WOODLAND,0.0011259380128783173
90164A,40,230.39,25,7,PINK ROSEBUD PEARL BRACELET,0.0011251566201996768
22880,111,230.26999999999998,37,10,NUMBER TILE VINTAGE FONT 1,0.0011245705756906966
23446,157,230.24999999999997,3,3,BLUE BUNNY EASTER EGG BASKET,0.0011244729016058664
37508,89,229.57,46,35,NEW ENGLAND CERAMIC CAKE SERVER,0.001121151982721645
72781,121,229.5,15,11,BLACK SILOUETTE CANDLE PLATE,0.00112081012342474
90122B,46,228.99,26,14,JADE CRYSTAL+GLASS BRACELET,0.001118319434261574
21639,259,228.64999999999998,15,12,ASSORTED TUTTI FRUTTI KEYRING,0.001116658974819463
90199B,36,228.60999999999999,31,12,5 STRAND GLASS NECKLACE AMETHYST,0.001116463626649803
90090,263,227.72,22,12,PINK CRYSTAL HEART PHONE CHARM,0.0011121171298748662
35809B,104,227.54000000000002,33,21,ENAMEL BLUE RIM TEA CONTAINER,0.001111238063111396
71028B,494,227.48000000000002,13,7,SILVER BLUE EGG T-LIGHT HOLDER,0.0011109450408569057
84705C,162,227.33,8,5,PINK FLOCK PHOTO FRAME,0.0011102124852206804
72750D,110,226.5,11,11,F.FAIRY S/3 CANDLE/GLASS,0.0011061590107002335
23003,542,226.2,53,38,TRAVEL CARD WALLET VINTAGE ROSE,0.0011046938994277828
90003D,60,226.17,32,15,CRYSTAL PAIR HEART HAIR SLIDES,0.0011045473883005378
90155,30,226.16,21,12,RESIN NECKLACE W PASTEL BEADS,0.001104498551258123
84966A,13,225.95,4,3,PINK KASHMIRI BOXED MIRROR,0.0011034729733674074
90116,106,225.51999999999998,63,11,FRUIT SALAD BAG CHARM,0.0011013729805435615
21369,133,225.36,22,15,MIRRORED WALL ART SPLODGES,0.0011005915878649212
TEST001,50,225.0,9,2,This is a test product.,0.0010988334543379804
84927E,494,224.31,29,22,FLOWERS TILE HOOK,0.0010954636984113438
35597B,78,224.1,7,6,BLACKCHRISTMAS TREE 30CM,0.0010944381205206285
90125D,136,223.74,36,9,PURPLE BERTIE GLASS BEAD BAG CHARM,0.0010926799869936876
17084P,990,222.75,70,23,DRAGONS BLOOD INCENSE,0.0010878451197946005
17011C,335,221.4,2,1,ORIGAMI LAVENDER INCENSE+FLOWER,0.0010812521190685727
21102,82,221.07999999999998,20,10,"CANDLE IN JAR COLLAGE , VANILLA",0.0010796893337112919
16258B,1016,221.06,15,13,DAISY ERASERS IN BAG,0.001079591659626462
17013B,256,221.03,3,2,ORIGAMI JASMINE INCENSE IN TUBE,0.0010794451484992169
72807b,26,220.94000000000003,19,0,SET/3 OCEAN SCENT CANDLE JEWEL BOX,0.0010790056151174818
35833G,134,220.66,34,23,4 GOLD FLOCK CHRISTMAS BALLS,0.001077638177929861
62086A,113,220.35,24,20,PINK RETRO BIG FLOWER BAG,0.0010761242296149953
90124C,22,220.20999999999998,16,7,GREEN MURANO TWIST NECKLACE,0.001075440511021185
72225D,962,219.45999999999998,11,9,VANILLA SCENT CAKE CANDLE,0.0010717777328400583
85168A,22,218.89999999999998,15,12,WHITE BAROQUE CARRIAGE CLOCK,0.0010690428584648171
90058A,576,218.88,13,12,CRYSTAL STUD EARRINGS CLEAR DISPLAY,0.0010689451843799874
22881,112,218.82,36,9,NUMBER TILE VINTAGE FONT 2,0.001068652162125497
22884,110,217.26,39,14,NUMBER TILE VINTAGE FONT 5,0.0010610335835087538
90005A,106,216.87,57,5,JADE GREEN ENAMEL HAIR COMB,0.001059128938854568
35817P,420,216.7,11,9,PINK ACRYLIC JEWEL SNOWFLAKE,0.0010582987091335126
84725,134,216.49999999999997,29,24,FREESTYLE CANVAS ART PICTURE,0.001057321968285212
35793,108,216.33,15,7,S/3 PUPPIES CHRISTMAS DECORATIONS,0.0010564917385641568
37492A,108,216.07,11,7,YELLOW RED FLOWER PIGGY BANK,0.0010552219754613663
84807,233,215.93,7,7,RED POPPY ARTIFICIAL FLOWER,0.001054538256867556
90036A,27,215.76000000000002,20,10,FLOWER GARLAND NECKLACE RED,0.0010537080271465007
21543,284,215.0,24,13,BUTTERFLY WATER TRANSFER TATTOOS,0.001049996411922959
84690,27,214.65,14,12,S/2 BEACH HUT STOOLS,0.0010482871154384333
48179,34,214.47,11,6,DOOR MAT SWEET HOME,0.0010474080486749628
90123A,36,214.07,19,14,PINK HEART OF GLASS BRACELET,0.001045454566978362
51012C,171,213.75,27,22,"FEATHER DUSTER, COAL BLACK",0.0010438917816210814
90214A,213,213.65,104,27,"LETTER ""A"" BLING KEY RING",0.0010434034111969311
90019C,40,213.38,34,7,SILVER BLACK ORBIT BRACELET,0.0010420848110517255
16201A,101,213.37,9,7,PASTEL PINK PHOTO ALBUM,0.0010420359740093105
21400,1078,213.07,91,54,RED PUDDING SPOON,0.0010405708627368598
22883,109,213.04999999999998,34,9,NUMBER TILE VINTAGE FONT 4,0.0010404731886520299
84805A,147,212.85,8,7,CREAM CLIMBING HYDRANGA ART FLOWER,0.0010394964478037294
85039a,64,212.45,44,0,SET/4 RED MINI ROSE CANDLE IN BOWL,0.0010375429661071286
84313A,38,212.42,19,10,PINK TV TRAY TABLE,0.0010373964549798835
84247C,72,212.40000000000003,22,22,PACK/12 BLUE REINDEER CARD,0.0010372987808950536
90024B,25,212.24,22,6,NEW BAROQUE B'FLY NECKLACE RED,0.001036517388216413
21368,201,212.04,47,32,MIRRORED WALL ART LADIES,0.0010355406473681126
84927D,953,211.29000000000002,28,22,LA PALMIERA TILE HOOK,0.0010318778691869863
22885,112,210.26,35,13,NUMBER TILE VINTAGE FONT 6,0.001026847653818239
20827,173,209.36,8,5,GOLD APERITIF GLASS,0.001022452320000887
20814,189,208.89000000000001,13,7,SILVER FINCH DECORATION,0.001020156979007381
84706F,34,208.3,17,15,RED PEONY TABLE CLOCK,0.0010172755935048947
47574B,49,208.25,27,25,ENGLISH ROSE SCENTED HANGING HEART,0.0010170314082928195
90211B,35,208.21,26,8,JET BLACK LAS VEGAS NECKLACE 45CM,0.0010168360601231596
90056,19,207.94,14,1,CHUNKY CRACKED GLAZE NECKLACE IVORY,0.001015517459977954
90016A,29,207.86,16,8,SILVER/M.O.P PENDANT ORBIT NECKLACE,0.0010151267636386338
37485,49,207.69,15,10,ENGLISH ROSE TEA SET IN GIFT BOX,0.0010142965339175784
90210A,88,207.34,21,12,GREY ACRYLIC FACETED BANGLE,0.0010125872374330527
90040A,53,207.05,34,10,MURANO STYLE GLASS BRACELET RED,0.001011170963203017
47343A,200,206.26,23,21,FUSCHIA FLOWER PURSE WITH BEADS,0.0010073128368522303
17014D,479,204.36,8,5,ORIGAMI ROSE INCENSE CONES,0.0009980337987933762
90186A,69,203.73000000000002,33,14,AMETHYST HOOP EARRING FLORAL LEAF,0.00099495706512123
35824B,528,203.24,6,4,"HANGING FLOWERS+MIRROR,BLUE",0.000992564050042894
20890,605,202.62,4,1,SMALL GLASS ROSE SCENTED CANDLE,0.0009895361534131627
48103,35,201.73,10,10,DOORMAT KISS MY.......,0.0009851896566382256
84723,54,201.3,12,11,CHERRY BLOSSOM CANVAS ART PICTURE,0.0009830896638143797
72754A,292,201.24,5,4,FLOWER FAIRY POTPOURRI CUSHION LILY,0.0009827966415598896
20672,138,201.0,36,21,PINK TEATIME PRINT BOWL,0.000981624552541929
90144,53,199.45,33,11,SILVER DROP EARRINGS WITH FLOWER,0.0009740548109676008
79403,216,199.01999999999998,36,19,FROSTED WHITE BASE,0.0009719548181437549
90000A,33,198.98000000000002,21,14,RASPBERRY ANT COPPER FLOWER NECKLAC,0.0009717594699740948
84797a,18,198.84,17,0,PINK HAWAIIAN PICNIC HAMPER FOR 4,0.0009710757513802846
22330,128,197.89999999999998,22,15,72 ROUND PINK DOILIES,0.0009664850693932723
37471,1405,197.85,10,4,MULTICOLOUR POLKADOT PLATE,0.0009662408841811974
84855,36,196.70000000000002,15,10,BLOKEY SILVER TOOL SET,0.0009606246243034699
47504F,527,196.45999999999998,14,12,ENGLISH ROSE TORCH,0.0009594525352855092
90029,23,195.14,12,10,NEW BAROQUE SMALL NECKLACE BLACK,0.0009530060456867266
84985B,128,194.95999999999998,24,12,SET OF 72 BLACK PAPER DOILIES,0.000952126978923256
23697,456,194.58,35,26,A PRETTY THANK YOU CARD,0.0009502711713114854
21582,117,193.04999999999998,16,15,KINGS CHOICE SMALL TUBE MATCHES,0.0009427991038219872
35819B,385,192.3,32,26,"ACRYLIC HANGING JEWEL,BLUE",0.0009391363256408606
90036F,24,192.17000000000002,15,4,"FLOWER GLASS GARLD NECKL36""TURQUOIS",0.0009385014440894653
84899F,121,192.17,53,20,YELLOW PURPLE DAISY FELT PURSE KIT,0.0009385014440894653
90003C,51,191.54,35,10,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,0.000935424710417319
90178B,16,191.40999999999997,11,9,PURPLE CHUNKY GLASS+BEAD NECKLACE,0.0009347898288659235
72051S,300,190.89,54,18,BAG OF SILVER STONES,0.0009322503026603426
37506,32,190.4,26,21,NEW ENGLAND MILK JUG W GIFT BOX,0.0009298572875820065
84255B,65,190.16,18,11,ORANGE COCKTAIL GLASS LAMP,0.000928685198564046
84926C,138,189.6,31,17,FAIRY CAKES TILE COASTER,0.0009259503241888047
84803A,112,189.28,17,16,PINK ALLIUM ARTIFICIAL FLOWER,0.0009243875388315241
85128,167,188.95000000000002,4,2,PLANTPOT SINGLE HOOK PISTACHIO,0.0009227759164318283
84744,149,188.77,31,26,S/6 SEW ON CROCHET FLOWERS,0.000921896849668358
84706B,20,188.73,9,8,FAIRY CAKES TABLE CLOCK,0.000921701501498698
90159,38,188.58,20,13,COTE D'AZURE NECKLACE,0.0009209689458624726
90130B,64,188.09,49,4,TURQ STONE/CRYSTAL EARRINGS,0.0009185759307841365
20837,165,188.07,18,17,FRENCH FLORAL CUSHION COVER,0.0009184782566993065
90094,74,187.61999999999998,38,20,NECKLACE+BRACELET SET FRUIT SALAD,0.0009162805897906304
85114b,56,186.76000000000002,19,0,IVORY ENCHANTED FOREST PLACEMAT,0.0009120806041429389
90210C,118,186.56,14,9,RED ACRYLIC FACETED BANGLE,0.0009111038632946383
84893,33,186.35000000000002,15,12,ANT WHITE IRON BASKET,0.000910078285403923
84452,198,186.16,44,23,METAL RABBIT LADDER EASTER,0.0009091503815980374
16053,4313,185.73,10,8,POPART COL BALLPOINT PEN ASST,0.0009070503887741915
84510a,75,185.7,58,0,SET OF 4 ENGLISH ROSE COASTERS,0.0009069038776469465
84877A,74,185.66,17,14,PINK ROUND COMPACT MIRROR,0.0009067085294772863
85114a,56,185.64000000000001,17,0,BLACK ENCHANTED FOREST PLACEMAT,0.0009066108553924564
20968,43,185.11,19,14,GREEN FLORAL FELTCRAFT SHOULDER BAG,0.0009040224921444602
35911B,159,184.76000000000002,24,12,PINK/FLOWER RABBIT EGG WARMER,0.0009023131956599346
23416,132,184.67999999999998,25,18,CHAMBRE HOOK,0.0009019224993206141
20957,126,184.60999999999999,15,12,PORCELAIN HANGING BELL SMALL,0.0009015806400237091
35838A,180,184.4,20,18,S/6 MULTICOLOUR ORNAMENETAL CANDLE,0.0009005550621329937
84029D,51,183.98000000000002,15,12,LEOPARD PRINT HOT WATER BOTTLE,0.0008985039063515627
90125A,149,183.97,18,9,PINK BERTIE GLASS BEAD BAG CHARM,0.0008984550693091478
90129F,81,183.26000000000002,41,14,RED GLASS TASSLE BAG CHARM,0.0008949876392976814
90086,216,182.79,46,12,CRYSTAL FROG PHONE CHARM,0.0008926922983041752
21018,213,182.70999999999998,42,30,BIRD BOX CHRISTMAS TREE DECORATION,0.0008923016019648549
17090A,173,182.65,26,24,LAVENDER INCENSE 40 CONES IN TIN,0.0008920085797103649
20796,99,182.15999999999997,22,11,SMALL BLUE PROVENCAL CERAMIC BALL,0.0008896155646320287
37379B,1122,181.5,3,3,BLUE CHERRY BLOSSOM CUP & SAUCER,0.0008863923198326375
90214S,184,181.34,86,26,"LETTER ""S"" BLING KEY RING",0.0008856109271539971
79144B,350,181.03,91,36,PAINTED LIGHTBULB STAR+ MOON,0.0008840969788391315
90065A,26,180.46,16,7,WHITE VINTAGE CRYSTAL BRACELET,0.0008813132674214753
16043,2145,180.29999999999998,13,11,POP ART PUSH DOWN RUBBER,0.000880531874742835
79144C,306,180.14,97,19,PAINTED LIGHTBULB RAINBOW DESIGN,0.0008797504820641946
35818B,408,180.05,11,8,"ACRYLIC JEWEL ICICLE, BLUE",0.0008793109486824594
90180B,18,179.88,14,10,PURPLE AMETHYST NECKLACE W TASSEL,0.000878480718961404
47347B,240,179.88,11,6,BLUE FLOWER T-LIGHT HOLDER,0.000878480718961404
84962,3,179.85000000000002,2,2,SET/3 COLOUR PAINTED KASHMIRI STOOL,0.0008783342078341591
84661C,150,179.75,25,12,PINK SQUARE TABLE CLOCK,0.0008778458374100088
21310,6,179.7,4,3,CAPIZ CHANDELIER,0.0008776016521979337
17011A,261,179.56,12,6,ORIGAMI VANILLA INCENSE+FLOWER,0.0008769179336041233
84464,82,179.1,11,10,S/60 PINK FLUFFY CHICKS IN BOX,0.0008746714296530324
90063A,21,178.48,13,10,WHITE VINT ART DECO CRYSTAL NECKLAC,0.000871643533023301
90013D,46,178.11,17,7,PURPLE VINTAGE EARRINGS,0.0008698365624539452
90000B,29,177.29000000000002,21,9,MIDNIGHT BLUE COPPER FLOWER NECKLAC,0.0008658319249759136
21031,144,176.7,39,23,SPACE CADET BLACK,0.0008629505394734272
90072,44,176.31,30,4,RUBY DROP CHANDELIER EARRINGS,0.0008610458948192414
82607C,115,175.60999999999999,43,16,GLASS BONBON JAR. SUPERFINES,0.0008576273018501899
84564,21,175.48000000000002,11,9,6 SEGMENT COLOURED SNACK BOWL,0.0008569924202987947
84967A,3,174.9,3,2,PINK KASHMIRI OCCASIONAL TABLE,0.0008541598718387233
22886,98,174.16,29,8,NUMBER TILE VINTAGE FONT 7,0.0008505459307000118
75011,181,172.51,15,11,BLUE DAISY MOBILE,0.0008424878187015333
90123D,29,172.39,14,7,WHITE HEART OF GLASS BRACELET,0.000841901774192553
85185C,58,171.10000000000002,27,24,COW SOCK PUPPET,0.0008356017957210155
21461,82,171.04,23,17,BLUE EASTER EGG HUNT START POST,0.0008353087734665252
84706C,84,170.8,4,4,PINK FLOCK TABLE CLOCK,0.0008341366844485646
90063B,20,170.17000000000002,14,8,BLACK VINT ART DEC CRYSTAL NECKLACE,0.0008310599507764183
17014A,276,170.13,16,9,ORIGAMI VANILLA INCENSE CONES,0.0008308646026067582
85040a,51,169.75,34,0,S/4 PINK FLOWER CANDLES IN BOWL,0.0008290087949949874
47570b,8,169.4,8,0,TEA TIME TABLE CLOTH,0.0008272994985104616
84531A,191,169.35999999999999,45,35,PINK KNITTED EGG COSY,0.0008271041503408016
90166,40,168.94,31,7,PINK & WHITE ROSEBUD RING,0.0008250529945593707
90019B,32,168.62,28,6,GOLD M.O.P ORBIT BRACELET,0.00082349020920209
90204,50,168.46,37,9,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,0.0008227088165234497
85205A,66,168.29999999999998,21,21,IVORY FELT EASTER RABBIT GARLAND,0.0008219274238448093
90186B,57,168.26000000000002,31,13,CRYSTAL HOOP EARRING FLORAL LEAF,0.0008217320756751493
21087,260,168.08,32,19,SET/6 POSIES PAPER CUPS,0.0008208530089116789
